GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	60
KH2013:KH.C1.560	243	5
KH2013:KH.C1.907	1206	12
KH2013:KH.C1.1180	5846	588
KH2013:KH.C1.526	2967	196
KH2013:KH.C1.183	1497	9
KH2013:KH.C1.172	2479	1321
KH2013:KH.C1.969	681	2
KH2013:KH.C1.655	2801	233
KH2013:KH.C1.962	2944	150
KH2013:KH.C1.403	406	5
KH2013:KH.C1.881	2324	130
KH2013:KH.C1.1034	1695	18
KH2013:KH.C1.165	1434	312
KH2013:KH.C1.709	986	18
KH2013:KH.C1.841	1578	18
KH2013:KH.C1.1238	2918	396
KH2013:KH.C1.443	1155	13
KH2013:KH.C1.914	1565	54
KH2013:KH.C1.150	1240	427
KH2013:KH.C1.771	2816	24
KH2013:KH.C1.110	2303	118
KH2013:KH.C1.831	638	267
KH2013:KH.C1.997	4129	816
KH2013:KH.C1.781	1913	19
KH2013:KH.C1.15	2872	66
KH2013:KH.C1.344	2410	97
KH2013:KH.C1.269	1831	266
KH2013:KH.C1.1208	2155	15
KH2013:KH.C1.208	5895	127
KH2013:KH.C1.1011	1588	361
KH2013:KH.C1.230	1226	98
KH2013:KH.C1.516	1660	40
KH2013:KH.C1.897	1671	81
KH2013:KH.C1.821	920	103
KH2013:KH.C1.329	907	8674
KH2013:KH.C1.301	1586	105
KH2013:KH.C1.1197	2048	37
KH2013:KH.C1.593	2345	52
KH2013:KH.C1.1300	2984	272
KH2013:KH.C1.582	1789	38
KH2013:KH.C1.78	1007	124
KH2013:KH.C1.1225	1437	4
KH2013:KH.C1.671	697	30
KH2013:KH.C1.287	2021	5270
KH2013:KH.C1.869	1328	68
KH2013:KH.C1.1216	1198	372
KH2013:KH.C1.1220	2152	18
KH2013:KH.C1.791	6664	218
KH2013:KH.C1.1166	1663	15
KH2013:KH.C1.1253	698	21
KH2013:KH.C1.139	1118	222
KH2013:KH.C1.631	3832	1264
KH2013:KH.C1.130	2557	336
KH2013:KH.C1.608	3738	522
KH2013:KH.C1.1246	640	3
KH2013:KH.C1.1202	6444	934
KH2013:KH.C1.318	611	3
KH2013:KH.C1.1156	2481	456
KH2013:KH.C1.568	2097	51
KH2013:KH.C1.523	2577	69
KH2013:KH.C1.996	1994	285
KH2013:KH.C1.1100	3228	215
KH2013:KH.C1.1153	1681	8
KH2013:KH.C1.114	1315	10
KH2013:KH.C1.159	1186	4246
KH2013:KH.C1.636	1430	89
KH2013:KH.C1.1256	849	14
KH2013:KH.C1.1039	2839	1913
KH2013:KH.C1.1214	1240	94
KH2013:KH.C1.56	498	29
KH2013:KH.C1.335	2790	636
KH2013:KH.C1.714	791	44
KH2013:KH.C1.1066	1523	53
KH2013:KH.C1.816	1612	10
KH2013:KH.C1.512	1486	6
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	90
KH2013:KH.C1.1094	1883	78
KH2013:KH.C1.421	2129	186
KH2013:KH.C1.331	1067	13
KH2013:KH.C1.1000	3403	223
KH2013:KH.C1.666	1755	3
KH2013:KH.C1.588	833	18
KH2013:KH.C1.922	2172	232
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	113
KH2013:KH.C1.487	3664	272
KH2013:KH.C1.927	2614	20
KH2013:KH.C1.376	2168	165
KH2013:KH.C1.912	1001	2340
KH2013:KH.C1.539	1686	1699
KH2013:KH.C1.584	1443	456
KH2013:KH.C1.352	1598	8
KH2013:KH.C1.245	1200	70
KH2013:KH.C1.96	918	2721
KH2013:KH.C1.359	2229	19
KH2013:KH.C1.596	1105	19
KH2013:KH.C1.866	1708	98
KH2013:KH.C1.858	1721	192
KH2013:KH.C1.234	871	212
KH2013:KH.C1.1155	1315	58
KH2013:KH.C1.240	2580	432
KH2013:KH.C1.177	2798	168
KH2013:KH.C1.326	3690	1444
KH2013:KH.C1.383	527	2
KH2013:KH.C1.566	581	6
KH2013:KH.C1.404	3747	1913
KH2013:KH.C1.1083	3916	280
KH2013:KH.C1.1295	936	8
KH2013:KH.C1.1067	1030	33
KH2013:KH.C1.405	1883	56
KH2013:KH.C1.577	1865	41
KH2013:KH.C1.842	1190	46
KH2013:KH.C1.476	547	5
KH2013:KH.C1.823	604	8
KH2013:KH.C1.355	1112	92
KH2013:KH.C1.1027	2171	4635
KH2013:KH.C1.970	2096	71
KH2013:KH.C1.140	1498	251
KH2013:KH.C1.1062	1510	187
KH2013:KH.C1.928	2813	36
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	289
KH2013:KH.C1.875	1234	18
KH2013:KH.C1.1120	1067	28
KH2013:KH.C1.388	1487	171
KH2013:KH.C1.195	2961	89
KH2013:KH.C1.797	1066	17
KH2013:KH.C1.603	4639	5444
KH2013:KH.C1.483	2756	82
KH2013:KH.C1.1188	2195	41
KH2013:KH.C1.1170	1807	28
KH2013:KH.C1.445	2098	84
KH2013:KH.C1.98	3327	4770
KH2013:KH.C1.779	1414	12
KH2013:KH.C1.515	1375	44
KH2013:KH.C1.414	1704	14
KH2013:KH.C1.769	1103	7
KH2013:KH.C1.879	1125	19
KH2013:KH.C1.1287	4890	207
KH2013:KH.C1.667	805	17
KH2013:KH.C1.553	1994	162
KH2013:KH.C1.470	781	3
KH2013:KH.C1.101	1479	46
KH2013:KH.C1.82	697	218
KH2013:KH.C1.246	2225	92
KH2013:KH.C1.59	1733	99
KH2013:KH.C1.933	2577	332
KH2013:KH.C1.983	2252	2334
KH2013:KH.C1.535	2961	902
KH2013:KH.C1.1221	1789	68
KH2013:KH.C1.936	1721	225
KH2013:KH.C1.191	623	6
KH2013:KH.C1.68	1662	14
KH2013:KH.C1.309	1082	79
KH2013:KH.C1.199	2497	157
KH2013:KH.C1.991	1124	44
KH2013:KH.C1.449	1418	7
KH2013:KH.C1.317	2162	394
KH2013:KH.C1.1152	1479	1
KH2013:KH.C1.863	1412	26
KH2013:KH.C1.1284	839	21
KH2013:KH.C1.787	5921	2822
KH2013:KH.C1.677	5403	2484
KH2013:KH.C1.809	1641	55
KH2013:KH.C1.1081	2921	890
KH2013:KH.C1.63	2224	310
KH2013:KH.C1.1122	1930	76
KH2013:KH.C1.1158	2487	0
KH2013:KH.C1.99	2564	139
KH2013:KH.C1.1053	1931	2
KH2013:KH.C1.89	1846	26
KH2013:KH.C1.633	3857	885
KH2013:KH.C1.4	2005	147
KH2013:KH.C1.898	2908	260
KH2013:KH.C1.628	1174	62
KH2013:KH.C1.884	1969	238
KH2013:KH.C1.484	1397	121
KH2013:KH.C1.574	1455	10027
KH2013:KH.C1.733	516	14
KH2013:KH.C1.100	348	4
KH2013:KH.C1.1279	438	6
KH2013:KH.C1.1268	423	2
KH2013:KH.C1.1192	392	2
KH2013:KH.C1.187	2678	236
KH2013:KH.C1.546	2677	587
KH2013:KH.C1.128	122	0
KH2013:KH.C1.1012	1096	90
KH2013:KH.C1.1109	3157	759
KH2013:KH.C1.158	2767	20
KH2013:KH.C1.485	318	1
KH2013:KH.C1.461	1014	1
KH2013:KH.C1.805	1215	22
KH2013:KH.C1.749	2734	118
KH2013:KH.C1.481	1081	73
KH2013:KH.C1.1014	935	35
KH2013:KH.C1.540	860	3
KH2013:KH.C1.637	4236	688
KH2013:KH.C1.867	2170	89
KH2013:KH.C1.119	636	19
KH2013:KH.C1.746	1711	58
KH2013:KH.C1.220	1074	85
KH2013:KH.C1.670	1119	200
KH2013:KH.C1.832	2124	77
KH2013:KH.C1.1276	1668	12
KH2013:KH.C1.1157	3012	211
KH2013:KH.C1.285	4076	92
KH2013:KH.C1.583	3444	435
KH2013:KH.C1.1045	2415	146
KH2013:KH.C1.430	1570	13
KH2013:KH.C1.1275	1509	1001
KH2013:KH.C1.1224	3339	482
KH2013:KH.C1.146	3995	876
KH2013:KH.C1.1075	1570	35
KH2013:KH.C1.913	1475	91
KH2013:KH.C1.993	8300	332
KH2013:KH.C1.47	1339	27
KH2013:KH.C1.1302	735	60
KH2013:KH.C1.411	778	81
KH2013:KH.C1.124	2374	2136
KH2013:KH.C1.178	1127	16
KH2013:KH.C1.1270	807	11
KH2013:KH.C1.1121	1546	10
KH2013:KH.C1.147	4942	11
KH2013:KH.C1.974	1076	13
KH2013:KH.C1.133	1682	3273
KH2013:KH.C1.252	1636	1451
KH2013:KH.C1.999	1625	6
KH2013:KH.C1.142	4936	5689
KH2013:KH.C1.113	4446	502
KH2013:KH.C1.1247	1431	14
KH2013:KH.C1.308	1513	53
KH2013:KH.C1.5	5068	65
KH2013:KH.C1.272	1869	14
KH2013:KH.C1.108	1216	125
KH2013:KH.C1.563	1403	13
KH2013:KH.C1.847	1348	9
KH2013:KH.C1.25	1510	4
KH2013:KH.C1.855	1057	4
KH2013:KH.C1.891	1124	3
KH2013:KH.C1.1028	1220	14
KH2013:KH.C1.857	1328	6
KH2013:KH.C1.1255	786	0
KH2013:KH.C1.475	1361	9
KH2013:KH.C1.595	1281	0
