GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	33
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	15
KH2013:KH.C1.1180	5846	1045
KH2013:KH.C1.526	2967	168
KH2013:KH.C1.183	1497	39
KH2013:KH.C1.172	2479	1231
KH2013:KH.C1.969	681	1
KH2013:KH.C1.655	2801	241
KH2013:KH.C1.962	2944	503
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	83
KH2013:KH.C1.1034	1695	31
KH2013:KH.C1.165	1434	865
KH2013:KH.C1.709	986	4
KH2013:KH.C1.841	1578	28
KH2013:KH.C1.1238	2918	352
KH2013:KH.C1.443	1155	10
KH2013:KH.C1.914	1565	104
KH2013:KH.C1.150	1240	633
KH2013:KH.C1.771	2816	3
KH2013:KH.C1.110	2303	224
KH2013:KH.C1.831	638	484
KH2013:KH.C1.997	4129	1044
KH2013:KH.C1.781	1913	1
KH2013:KH.C1.15	2872	5
KH2013:KH.C1.344	2410	39
KH2013:KH.C1.269	1831	221
KH2013:KH.C1.1208	2155	37
KH2013:KH.C1.208	5895	33
KH2013:KH.C1.1011	1588	812
KH2013:KH.C1.230	1226	267
KH2013:KH.C1.516	1660	56
KH2013:KH.C1.897	1671	190
KH2013:KH.C1.821	920	151
KH2013:KH.C1.329	907	9621
KH2013:KH.C1.301	1586	288
KH2013:KH.C1.1197	2048	167
KH2013:KH.C1.593	2345	39
KH2013:KH.C1.1300	2984	883
KH2013:KH.C1.582	1789	23
KH2013:KH.C1.78	1007	172
KH2013:KH.C1.1225	1437	14
KH2013:KH.C1.671	697	30
KH2013:KH.C1.287	2021	5888
KH2013:KH.C1.869	1328	54
KH2013:KH.C1.1216	1198	382
KH2013:KH.C1.1220	2152	5
KH2013:KH.C1.791	6664	125
KH2013:KH.C1.1166	1663	23
KH2013:KH.C1.1253	698	7
KH2013:KH.C1.139	1118	261
KH2013:KH.C1.631	3832	1516
KH2013:KH.C1.130	2557	639
KH2013:KH.C1.608	3738	185
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1361
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	408
KH2013:KH.C1.568	2097	54
KH2013:KH.C1.523	2577	173
KH2013:KH.C1.996	1994	359
KH2013:KH.C1.1100	3228	152
KH2013:KH.C1.1153	1681	4
KH2013:KH.C1.114	1315	5
KH2013:KH.C1.159	1186	2844
KH2013:KH.C1.636	1430	30
KH2013:KH.C1.1256	849	21
KH2013:KH.C1.1039	2839	3242
KH2013:KH.C1.1214	1240	8
KH2013:KH.C1.56	498	36
KH2013:KH.C1.335	2790	507
KH2013:KH.C1.714	791	159
KH2013:KH.C1.1066	1523	72
KH2013:KH.C1.816	1612	13
KH2013:KH.C1.512	1486	5
KH2013:KH.C1.375	725	4
KH2013:KH.C1.1064	1816	158
KH2013:KH.C1.1094	1883	87
KH2013:KH.C1.421	2129	1096
KH2013:KH.C1.331	1067	24
KH2013:KH.C1.1000	3403	550
KH2013:KH.C1.666	1755	38
KH2013:KH.C1.588	833	0
KH2013:KH.C1.922	2172	37
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	74
KH2013:KH.C1.487	3664	415
KH2013:KH.C1.927	2614	9
KH2013:KH.C1.376	2168	214
KH2013:KH.C1.912	1001	4356
KH2013:KH.C1.539	1686	1305
KH2013:KH.C1.584	1443	466
KH2013:KH.C1.352	1598	56
KH2013:KH.C1.245	1200	82
KH2013:KH.C1.96	918	3792
KH2013:KH.C1.359	2229	89
KH2013:KH.C1.596	1105	32
KH2013:KH.C1.866	1708	101
KH2013:KH.C1.858	1721	184
KH2013:KH.C1.234	871	163
KH2013:KH.C1.1155	1315	116
KH2013:KH.C1.240	2580	743
KH2013:KH.C1.177	2798	224
KH2013:KH.C1.326	3690	1116
KH2013:KH.C1.383	527	19
KH2013:KH.C1.566	581	2
KH2013:KH.C1.404	3747	2970
KH2013:KH.C1.1083	3916	3061
KH2013:KH.C1.1295	936	2
KH2013:KH.C1.1067	1030	19
KH2013:KH.C1.405	1883	20
KH2013:KH.C1.577	1865	11
KH2013:KH.C1.842	1190	119
KH2013:KH.C1.476	547	10
KH2013:KH.C1.823	604	16
KH2013:KH.C1.355	1112	236
KH2013:KH.C1.1027	2171	5136
KH2013:KH.C1.970	2096	82
KH2013:KH.C1.140	1498	227
KH2013:KH.C1.1062	1510	222
KH2013:KH.C1.928	2813	15
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	377
KH2013:KH.C1.875	1234	31
KH2013:KH.C1.1120	1067	77
KH2013:KH.C1.388	1487	519
KH2013:KH.C1.195	2961	123
KH2013:KH.C1.797	1066	19
KH2013:KH.C1.603	4639	9705
KH2013:KH.C1.483	2756	475
KH2013:KH.C1.1188	2195	4
KH2013:KH.C1.1170	1807	25
KH2013:KH.C1.445	2098	61
KH2013:KH.C1.98	3327	4411
KH2013:KH.C1.779	1414	26
KH2013:KH.C1.515	1375	82
KH2013:KH.C1.414	1704	15
KH2013:KH.C1.769	1103	0
KH2013:KH.C1.879	1125	1
KH2013:KH.C1.1287	4890	67
KH2013:KH.C1.667	805	22
KH2013:KH.C1.553	1994	22
KH2013:KH.C1.470	781	3
KH2013:KH.C1.101	1479	85
KH2013:KH.C1.82	697	459
KH2013:KH.C1.246	2225	219
KH2013:KH.C1.59	1733	467
KH2013:KH.C1.933	2577	421
KH2013:KH.C1.983	2252	4003
KH2013:KH.C1.535	2961	617
KH2013:KH.C1.1221	1789	29
KH2013:KH.C1.936	1721	325
KH2013:KH.C1.191	623	11
KH2013:KH.C1.68	1662	28
KH2013:KH.C1.309	1082	146
KH2013:KH.C1.199	2497	268
KH2013:KH.C1.991	1124	51
KH2013:KH.C1.449	1418	9
KH2013:KH.C1.317	2162	1021
KH2013:KH.C1.1152	1479	1
KH2013:KH.C1.863	1412	31
KH2013:KH.C1.1284	839	39
KH2013:KH.C1.787	5921	5132
KH2013:KH.C1.677	5403	3300
KH2013:KH.C1.809	1641	74
KH2013:KH.C1.1081	2921	704
KH2013:KH.C1.63	2224	505
KH2013:KH.C1.1122	1930	6
KH2013:KH.C1.1158	2487	1
KH2013:KH.C1.99	2564	301
KH2013:KH.C1.1053	1931	1
KH2013:KH.C1.89	1846	38
KH2013:KH.C1.633	3857	1049
KH2013:KH.C1.4	2005	943
KH2013:KH.C1.898	2908	273
KH2013:KH.C1.628	1174	424
KH2013:KH.C1.884	1969	599
KH2013:KH.C1.484	1397	258
KH2013:KH.C1.574	1455	59430
KH2013:KH.C1.733	516	33
KH2013:KH.C1.100	348	11
KH2013:KH.C1.1279	438	0
KH2013:KH.C1.1268	423	1
KH2013:KH.C1.1192	392	1
KH2013:KH.C1.187	2678	351
KH2013:KH.C1.546	2677	1424
KH2013:KH.C1.128	122	0
KH2013:KH.C1.1012	1096	383
KH2013:KH.C1.1109	3157	1728
KH2013:KH.C1.158	2767	403
KH2013:KH.C1.485	318	1
KH2013:KH.C1.461	1014	0
KH2013:KH.C1.805	1215	0
KH2013:KH.C1.749	2734	64
KH2013:KH.C1.481	1081	348
KH2013:KH.C1.1014	935	14
KH2013:KH.C1.540	860	9
KH2013:KH.C1.637	4236	1219
KH2013:KH.C1.867	2170	138
KH2013:KH.C1.119	636	4
KH2013:KH.C1.746	1711	103
KH2013:KH.C1.220	1074	63
KH2013:KH.C1.670	1119	336
KH2013:KH.C1.832	2124	9
KH2013:KH.C1.1276	1668	1
KH2013:KH.C1.1157	3012	765
KH2013:KH.C1.285	4076	28
KH2013:KH.C1.583	3444	934
KH2013:KH.C1.1045	2415	383
KH2013:KH.C1.430	1570	18
KH2013:KH.C1.1275	1509	1280
KH2013:KH.C1.1224	3339	338
KH2013:KH.C1.146	3995	4070
KH2013:KH.C1.1075	1570	15
KH2013:KH.C1.913	1475	1
KH2013:KH.C1.993	8300	1140
KH2013:KH.C1.47	1339	41
KH2013:KH.C1.1302	735	28
KH2013:KH.C1.411	778	215
KH2013:KH.C1.124	2374	3326
KH2013:KH.C1.178	1127	34
KH2013:KH.C1.1270	807	8
KH2013:KH.C1.1121	1546	43
KH2013:KH.C1.147	4942	14
KH2013:KH.C1.974	1076	1
KH2013:KH.C1.133	1682	6452
KH2013:KH.C1.252	1636	1401
KH2013:KH.C1.999	1625	21
KH2013:KH.C1.142	4936	7653
KH2013:KH.C1.113	4446	5185
KH2013:KH.C1.1247	1431	17
KH2013:KH.C1.308	1513	8
KH2013:KH.C1.5	5068	76
KH2013:KH.C1.272	1869	16
KH2013:KH.C1.108	1216	315
KH2013:KH.C1.563	1403	10
KH2013:KH.C1.847	1348	2
KH2013:KH.C1.25	1510	2
KH2013:KH.C1.855	1057	0
KH2013:KH.C1.891	1124	5
KH2013:KH.C1.1028	1220	3
KH2013:KH.C1.857	1328	0
KH2013:KH.C1.1255	786	0
KH2013:KH.C1.475	1361	0
KH2013:KH.C1.595	1281	0
KH2013:KH.C1.1169	953	114
KH2013:KH.C1.729	2466	90
KH2013:KH.C1.880	3335	151
KH2013:KH.C1.1144	1395	64
KH2013:KH.C1.1235	2094	207
KH2013:KH.C1.550	956	138
KH2013:KH.C1.1138	2758	1122
KH2013:KH.C1.92	3456	1147
KH2013:KH.C1.48	2980	54
KH2013:KH.C1.496	3541	9
KH2013:KH.C1.838	664	0
KH2013:KH.C1.605	908	116
KH2013:KH.C1.80	2628	699
KH2013:KH.C1.1160	3361	792
KH2013:KH.C1.597	1644	2
KH2013:KH.C1.1139	1920	2
KH2013:KH.C1.399	2075	681
KH2013:KH.C1.310	3097	27
KH2013:KH.C1.254	495	0
KH2013:KH.C1.915	1017	0
KH2013:KH.C1.1117	1697	13
KH2013:KH.C1.1065	3121	695
KH2013:KH.C1.1165	2066	125
KH2013:KH.C1.635	418	8
KH2013:KH.C1.151	1240	99
KH2013:KH.C1.1035	892	25
KH2013:KH.C1.357	957	3
KH2013:KH.C1.381	889	58
KH2013:KH.C1.33	1833	19
KH2013:KH.C1.957	318	4
KH2013:KH.C1.1228	728	0
KH2013:KH.C1.1219	6023	493
KH2013:KH.C1.265	1280	59
KH2013:KH.C1.930	1251	590
KH2013:KH.C1.226	2274	403
KH2013:KH.C1.237	1119	71
KH2013:KH.C1.1082	1583	49
KH2013:KH.C1.149	2251	70
KH2013:KH.C1.256	900	362
KH2013:KH.C1.1103	1359	104
KH2013:KH.C1.542	1791	445
KH2013:KH.C1.469	834	29
KH2013:KH.C1.724	1553	20
KH2013:KH.C1.661	2462	1282
KH2013:KH.C1.629	1056	0
KH2013:KH.C1.489	1339	5
