GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	60
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	6
KH2013:KH.C1.1180	5846	1989
KH2013:KH.C1.526	2967	966
KH2013:KH.C1.183	1497	14
KH2013:KH.C1.172	2479	3025
KH2013:KH.C1.969	681	5
KH2013:KH.C1.655	2801	303
KH2013:KH.C1.962	2944	467
KH2013:KH.C1.403	406	4
KH2013:KH.C1.881	2324	75
KH2013:KH.C1.1034	1695	30
KH2013:KH.C1.165	1434	465
KH2013:KH.C1.709	986	130
KH2013:KH.C1.841	1578	62
KH2013:KH.C1.1238	2918	699
KH2013:KH.C1.443	1155	2
KH2013:KH.C1.914	1565	83
KH2013:KH.C1.150	1240	516
KH2013:KH.C1.771	2816	3
KH2013:KH.C1.110	2303	239
KH2013:KH.C1.831	638	308
KH2013:KH.C1.997	4129	1599
KH2013:KH.C1.781	1913	0
KH2013:KH.C1.15	2872	39
KH2013:KH.C1.344	2410	92
KH2013:KH.C1.269	1831	460
KH2013:KH.C1.1208	2155	213
KH2013:KH.C1.208	5895	159
KH2013:KH.C1.1011	1588	502
KH2013:KH.C1.230	1226	148
KH2013:KH.C1.516	1660	58
KH2013:KH.C1.897	1671	145
KH2013:KH.C1.821	920	184
KH2013:KH.C1.329	907	13085
KH2013:KH.C1.301	1586	406
KH2013:KH.C1.1197	2048	117
KH2013:KH.C1.593	2345	22
KH2013:KH.C1.1300	2984	764
KH2013:KH.C1.582	1789	25
KH2013:KH.C1.78	1007	135
KH2013:KH.C1.1225	1437	14
KH2013:KH.C1.671	697	16
KH2013:KH.C1.287	2021	4696
KH2013:KH.C1.869	1328	37
KH2013:KH.C1.1216	1198	681
KH2013:KH.C1.1220	2152	8
KH2013:KH.C1.791	6664	459
KH2013:KH.C1.1166	1663	11
KH2013:KH.C1.1253	698	5
KH2013:KH.C1.139	1118	290
KH2013:KH.C1.631	3832	3628
KH2013:KH.C1.130	2557	683
KH2013:KH.C1.608	3738	497
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1839
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	791
KH2013:KH.C1.568	2097	228
KH2013:KH.C1.523	2577	285
KH2013:KH.C1.996	1994	570
KH2013:KH.C1.1100	3228	388
KH2013:KH.C1.1153	1681	27
KH2013:KH.C1.114	1315	21
KH2013:KH.C1.159	1186	4403
KH2013:KH.C1.636	1430	131
KH2013:KH.C1.1256	849	31
KH2013:KH.C1.1039	2839	1179
KH2013:KH.C1.1214	1240	22
KH2013:KH.C1.56	498	23
KH2013:KH.C1.335	2790	1152
KH2013:KH.C1.714	791	186
KH2013:KH.C1.1066	1523	71
KH2013:KH.C1.816	1612	4
KH2013:KH.C1.512	1486	2
KH2013:KH.C1.375	725	5
KH2013:KH.C1.1064	1816	184
KH2013:KH.C1.1094	1883	15
KH2013:KH.C1.421	2129	146
KH2013:KH.C1.331	1067	16
KH2013:KH.C1.1000	3403	1030
KH2013:KH.C1.666	1755	51
KH2013:KH.C1.588	833	0
KH2013:KH.C1.922	2172	98
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	301
KH2013:KH.C1.487	3664	607
KH2013:KH.C1.927	2614	20
KH2013:KH.C1.376	2168	197
KH2013:KH.C1.912	1001	5018
KH2013:KH.C1.539	1686	2054
KH2013:KH.C1.584	1443	1116
KH2013:KH.C1.352	1598	48
KH2013:KH.C1.245	1200	105
KH2013:KH.C1.96	918	2859
KH2013:KH.C1.359	2229	55
KH2013:KH.C1.596	1105	137
KH2013:KH.C1.866	1708	110
