GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	72
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	29
KH2013:KH.C1.1180	5846	867
KH2013:KH.C1.526	2967	150
KH2013:KH.C1.183	1497	42
KH2013:KH.C1.172	2479	2175
KH2013:KH.C1.969	681	1
KH2013:KH.C1.655	2801	240
KH2013:KH.C1.962	2944	169
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	106
KH2013:KH.C1.1034	1695	14
KH2013:KH.C1.165	1434	211
KH2013:KH.C1.709	986	27
KH2013:KH.C1.841	1578	12
KH2013:KH.C1.1238	2918	371
KH2013:KH.C1.443	1155	20
KH2013:KH.C1.914	1565	112
KH2013:KH.C1.150	1240	383
KH2013:KH.C1.771	2816	45
KH2013:KH.C1.110	2303	243
KH2013:KH.C1.831	638	299
KH2013:KH.C1.997	4129	936
KH2013:KH.C1.781	1913	6
KH2013:KH.C1.15	2872	100
KH2013:KH.C1.344	2410	63
KH2013:KH.C1.269	1831	167
KH2013:KH.C1.1208	2155	88
KH2013:KH.C1.208	5895	267
KH2013:KH.C1.1011	1588	225
KH2013:KH.C1.230	1226	162
KH2013:KH.C1.516	1660	69
KH2013:KH.C1.897	1671	107
KH2013:KH.C1.821	920	89
KH2013:KH.C1.329	907	7236
KH2013:KH.C1.301	1586	256
KH2013:KH.C1.1197	2048	82
KH2013:KH.C1.593	2345	64
KH2013:KH.C1.1300	2984	523
KH2013:KH.C1.582	1789	78
KH2013:KH.C1.78	1007	103
KH2013:KH.C1.1225	1437	25
KH2013:KH.C1.671	697	31
KH2013:KH.C1.287	2021	3962
KH2013:KH.C1.869	1328	68
KH2013:KH.C1.1216	1198	824
KH2013:KH.C1.1220	2152	80
KH2013:KH.C1.791	6664	248
KH2013:KH.C1.1166	1663	16
KH2013:KH.C1.1253	698	14
KH2013:KH.C1.139	1118	97
KH2013:KH.C1.631	3832	839
KH2013:KH.C1.130	2557	377
KH2013:KH.C1.608	3738	496
KH2013:KH.C1.1246	640	1
KH2013:KH.C1.1202	6444	829
KH2013:KH.C1.318	611	3
KH2013:KH.C1.1156	2481	276
KH2013:KH.C1.568	2097	59
KH2013:KH.C1.523	2577	127
KH2013:KH.C1.996	1994	213
KH2013:KH.C1.1100	3228	318
KH2013:KH.C1.1153	1681	26
KH2013:KH.C1.114	1315	32
KH2013:KH.C1.159	1186	3784
KH2013:KH.C1.636	1430	274
KH2013:KH.C1.1256	849	37
KH2013:KH.C1.1039	2839	1799
KH2013:KH.C1.1214	1240	115
KH2013:KH.C1.56	498	35
KH2013:KH.C1.335	2790	614
KH2013:KH.C1.714	791	124
KH2013:KH.C1.1066	1523	126
KH2013:KH.C1.816	1612	29
KH2013:KH.C1.512	1486	9
KH2013:KH.C1.375	725	4
KH2013:KH.C1.1064	1816	33
KH2013:KH.C1.1094	1883	73
KH2013:KH.C1.421	2129	268
KH2013:KH.C1.331	1067	30
KH2013:KH.C1.1000	3403	363
KH2013:KH.C1.666	1755	18
KH2013:KH.C1.588	833	6
KH2013:KH.C1.922	2172	348
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	259
KH2013:KH.C1.487	3664	247
KH2013:KH.C1.927	2614	15
KH2013:KH.C1.376	2168	123
KH2013:KH.C1.912	1001	2588
KH2013:KH.C1.539	1686	1646
KH2013:KH.C1.584	1443	448
KH2013:KH.C1.352	1598	16
KH2013:KH.C1.245	1200	39
KH2013:KH.C1.96	918	1656
KH2013:KH.C1.359	2229	30
KH2013:KH.C1.596	1105	44
KH2013:KH.C1.866	1708	199
KH2013:KH.C1.858	1721	110
KH2013:KH.C1.234	871	181
KH2013:KH.C1.1155	1315	137
KH2013:KH.C1.240	2580	433
KH2013:KH.C1.177	2798	149
KH2013:KH.C1.326	3690	1447
KH2013:KH.C1.383	527	9
KH2013:KH.C1.566	581	18
KH2013:KH.C1.404	3747	1795
KH2013:KH.C1.1083	3916	196
KH2013:KH.C1.1295	936	46
KH2013:KH.C1.1067	1030	9
KH2013:KH.C1.405	1883	76
KH2013:KH.C1.577	1865	69
KH2013:KH.C1.842	1190	108
KH2013:KH.C1.476	547	2
KH2013:KH.C1.823	604	18
KH2013:KH.C1.355	1112	174
KH2013:KH.C1.1027	2171	5389
KH2013:KH.C1.970	2096	82
KH2013:KH.C1.140	1498	248
KH2013:KH.C1.1062	1510	321
KH2013:KH.C1.928	2813	29
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	279
KH2013:KH.C1.875	1234	26
KH2013:KH.C1.1120	1067	85
KH2013:KH.C1.388	1487	300
KH2013:KH.C1.195	2961	56
KH2013:KH.C1.797	1066	16
KH2013:KH.C1.603	4639	6666
KH2013:KH.C1.483	2756	143
KH2013:KH.C1.1188	2195	84
KH2013:KH.C1.1170	1807	26
KH2013:KH.C1.445	2098	59
KH2013:KH.C1.98	3327	4257
KH2013:KH.C1.779	1414	14
KH2013:KH.C1.515	1375	100
KH2013:KH.C1.414	1704	53
KH2013:KH.C1.769	1103	0
KH2013:KH.C1.879	1125	1
KH2013:KH.C1.1287	4890	230
KH2013:KH.C1.667	805	14
KH2013:KH.C1.553	1994	104
KH2013:KH.C1.470	781	23
KH2013:KH.C1.101	1479	35
KH2013:KH.C1.82	697	238
KH2013:KH.C1.246	2225	173
KH2013:KH.C1.59	1733	171
KH2013:KH.C1.933	2577	373
KH2013:KH.C1.983	2252	1432
KH2013:KH.C1.535	2961	514
KH2013:KH.C1.1221	1789	80
KH2013:KH.C1.936	1721	383
KH2013:KH.C1.191	623	7
KH2013:KH.C1.68	1662	5
KH2013:KH.C1.309	1082	66
KH2013:KH.C1.199	2497	166
KH2013:KH.C1.991	1124	41
KH2013:KH.C1.449	1418	7
KH2013:KH.C1.317	2162	573
KH2013:KH.C1.1152	1479	9
KH2013:KH.C1.863	1412	42
KH2013:KH.C1.1284	839	16
KH2013:KH.C1.787	5921	2852
KH2013:KH.C1.677	5403	2637
KH2013:KH.C1.809	1641	38
KH2013:KH.C1.1081	2921	911
KH2013:KH.C1.63	2224	377
KH2013:KH.C1.1122	1930	64
KH2013:KH.C1.1158	2487	0
KH2013:KH.C1.99	2564	134
KH2013:KH.C1.1053	1931	52
KH2013:KH.C1.89	1846	25
KH2013:KH.C1.633	3857	923
KH2013:KH.C1.4	2005	235
KH2013:KH.C1.898	2908	272
KH2013:KH.C1.628	1174	237
KH2013:KH.C1.884	1969	370
KH2013:KH.C1.484	1397	222
KH2013:KH.C1.574	1455	7422
KH2013:KH.C1.733	516	10
KH2013:KH.C1.100	348	0
KH2013:KH.C1.1279	438	1
KH2013:KH.C1.1268	423	14
KH2013:KH.C1.1192	392	1
KH2013:KH.C1.187	2678	259
KH2013:KH.C1.546	2677	564
KH2013:KH.C1.128	122	0
KH2013:KH.C1.1012	1096	226
KH2013:KH.C1.1109	3157	1333
KH2013:KH.C1.158	2767	20
KH2013:KH.C1.485	318	1
KH2013:KH.C1.461	1014	3
KH2013:KH.C1.805	1215	39
