GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	36
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	22
KH2013:KH.C1.1180	5846	1213
KH2013:KH.C1.526	2967	300
KH2013:KH.C1.183	1497	15
KH2013:KH.C1.172	2479	3061
KH2013:KH.C1.969	681	4
KH2013:KH.C1.655	2801	207
KH2013:KH.C1.962	2944	368
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	62
KH2013:KH.C1.1034	1695	16
KH2013:KH.C1.165	1434	251
KH2013:KH.C1.709	986	9
KH2013:KH.C1.841	1578	32
KH2013:KH.C1.1238	2918	590
KH2013:KH.C1.443	1155	4
KH2013:KH.C1.914	1565	48
KH2013:KH.C1.150	1240	388
KH2013:KH.C1.771	2816	9
KH2013:KH.C1.110	2303	165
KH2013:KH.C1.831	638	192
KH2013:KH.C1.997	4129	1293
KH2013:KH.C1.781	1913	1
KH2013:KH.C1.15	2872	27
KH2013:KH.C1.344	2410	38
KH2013:KH.C1.269	1831	224
KH2013:KH.C1.1208	2155	32
KH2013:KH.C1.208	5895	65
KH2013:KH.C1.1011	1588	318
KH2013:KH.C1.230	1226	127
KH2013:KH.C1.516	1660	57
KH2013:KH.C1.897	1671	126
KH2013:KH.C1.821	920	119
KH2013:KH.C1.329	907	12969
KH2013:KH.C1.301	1586	252
KH2013:KH.C1.1197	2048	70
KH2013:KH.C1.593	2345	29
KH2013:KH.C1.1300	2984	442
KH2013:KH.C1.582	1789	25
KH2013:KH.C1.78	1007	87
KH2013:KH.C1.1225	1437	5
KH2013:KH.C1.671	697	21
KH2013:KH.C1.287	2021	7802
KH2013:KH.C1.869	1328	25
KH2013:KH.C1.1216	1198	836
KH2013:KH.C1.1220	2152	8
KH2013:KH.C1.791	6664	122
KH2013:KH.C1.1166	1663	6
KH2013:KH.C1.1253	698	2
KH2013:KH.C1.139	1118	106
KH2013:KH.C1.631	3832	1404
KH2013:KH.C1.130	2557	609
KH2013:KH.C1.608	3738	181
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1140
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	238
KH2013:KH.C1.568	2097	99
KH2013:KH.C1.523	2577	92
KH2013:KH.C1.996	1994	277
KH2013:KH.C1.1100	3228	24
KH2013:KH.C1.1153	1681	3
KH2013:KH.C1.114	1315	7
KH2013:KH.C1.159	1186	1257
KH2013:KH.C1.636	1430	10
KH2013:KH.C1.1256	849	7
KH2013:KH.C1.1039	2839	1810
KH2013:KH.C1.1214	1240	10
KH2013:KH.C1.56	498	9
KH2013:KH.C1.335	2790	492
KH2013:KH.C1.714	791	172
KH2013:KH.C1.1066	1523	111
KH2013:KH.C1.816	1612	2
KH2013:KH.C1.512	1486	1
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	144
KH2013:KH.C1.1094	1883	72
KH2013:KH.C1.421	2129	294
KH2013:KH.C1.331	1067	21
KH2013:KH.C1.1000	3403	522
KH2013:KH.C1.666	1755	90
KH2013:KH.C1.588	833	5
KH2013:KH.C1.922	2172	38
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	205
KH2013:KH.C1.487	3664	248
KH2013:KH.C1.927	2614	9
KH2013:KH.C1.376	2168	127
KH2013:KH.C1.912	1001	3770
KH2013:KH.C1.539	1686	1783
KH2013:KH.C1.584	1443	524
KH2013:KH.C1.352	1598	20
KH2013:KH.C1.245	1200	51
KH2013:KH.C1.96	918	2704
KH2013:KH.C1.359	2229	22
KH2013:KH.C1.596	1105	19
KH2013:KH.C1.866	1708	71
KH2013:KH.C1.858	1721	137
KH2013:KH.C1.234	871	166
KH2013:KH.C1.1155	1315	68
KH2013:KH.C1.240	2580	474
