GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	55
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	10
KH2013:KH.C1.1180	5846	1939
KH2013:KH.C1.526	2967	942
KH2013:KH.C1.183	1497	136
KH2013:KH.C1.172	2479	2467
KH2013:KH.C1.969	681	13
KH2013:KH.C1.655	2801	420
KH2013:KH.C1.962	2944	591
KH2013:KH.C1.403	406	1
KH2013:KH.C1.881	2324	109
KH2013:KH.C1.1034	1695	29
KH2013:KH.C1.165	1434	486
KH2013:KH.C1.709	986	157
KH2013:KH.C1.841	1578	50
KH2013:KH.C1.1238	2918	663
KH2013:KH.C1.443	1155	20
KH2013:KH.C1.914	1565	130
KH2013:KH.C1.150	1240	390
KH2013:KH.C1.771	2816	43
KH2013:KH.C1.110	2303	335
KH2013:KH.C1.831	638	312
KH2013:KH.C1.997	4129	1715
KH2013:KH.C1.781	1913	0
KH2013:KH.C1.15	2872	29
KH2013:KH.C1.344	2410	240
KH2013:KH.C1.269	1831	611
KH2013:KH.C1.1208	2155	116
KH2013:KH.C1.208	5895	70
KH2013:KH.C1.1011	1588	629
KH2013:KH.C1.230	1226	168
KH2013:KH.C1.516	1660	76
KH2013:KH.C1.897	1671	104
KH2013:KH.C1.821	920	197
KH2013:KH.C1.329	907	12035
KH2013:KH.C1.301	1586	352
KH2013:KH.C1.1197	2048	207
KH2013:KH.C1.593	2345	128
KH2013:KH.C1.1300	2984	1597
KH2013:KH.C1.582	1789	45
KH2013:KH.C1.78	1007	253
KH2013:KH.C1.1225	1437	33
KH2013:KH.C1.671	697	23
KH2013:KH.C1.287	2021	5680
KH2013:KH.C1.869	1328	51
KH2013:KH.C1.1216	1198	703
KH2013:KH.C1.1220	2152	53
KH2013:KH.C1.791	6664	430
KH2013:KH.C1.1166	1663	8
KH2013:KH.C1.1253	698	5
KH2013:KH.C1.139	1118	376
KH2013:KH.C1.631	3832	4132
KH2013:KH.C1.130	2557	763
KH2013:KH.C1.608	3738	851
KH2013:KH.C1.1246	640	5
KH2013:KH.C1.1202	6444	2078
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	3292
KH2013:KH.C1.568	2097	135
KH2013:KH.C1.523	2577	239
KH2013:KH.C1.996	1994	625
KH2013:KH.C1.1100	3228	525
KH2013:KH.C1.1153	1681	50
KH2013:KH.C1.114	1315	13
KH2013:KH.C1.159	1186	3707
KH2013:KH.C1.636	1430	37
KH2013:KH.C1.1256	849	19
KH2013:KH.C1.1039	2839	2349
KH2013:KH.C1.1214	1240	5
KH2013:KH.C1.56	498	16
KH2013:KH.C1.335	2790	1148
KH2013:KH.C1.714	791	256
KH2013:KH.C1.1066	1523	178
KH2013:KH.C1.816	1612	6
KH2013:KH.C1.512	1486	7
KH2013:KH.C1.375	725	6
KH2013:KH.C1.1064	1816	241
KH2013:KH.C1.1094	1883	61
KH2013:KH.C1.421	2129	181
KH2013:KH.C1.331	1067	26
KH2013:KH.C1.1000	3403	1012
KH2013:KH.C1.666	1755	4
KH2013:KH.C1.588	833	1
KH2013:KH.C1.922	2172	184
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	294
KH2013:KH.C1.487	3664	424
KH2013:KH.C1.927	2614	18
KH2013:KH.C1.376	2168	190
KH2013:KH.C1.912	1001	6082
KH2013:KH.C1.539	1686	1695
KH2013:KH.C1.584	1443	1681
KH2013:KH.C1.352	1598	102
KH2013:KH.C1.245	1200	102
KH2013:KH.C1.96	918	3661
KH2013:KH.C1.359	2229	101
KH2013:KH.C1.596	1105	46
KH2013:KH.C1.866	1708	118
KH2013:KH.C1.858	1721	213
KH2013:KH.C1.234	871	215
KH2013:KH.C1.1155	1315	68
KH2013:KH.C1.240	2580	1024
KH2013:KH.C1.177	2798	480
KH2013:KH.C1.326	3690	3204
KH2013:KH.C1.383	527	7
KH2013:KH.C1.566	581	45
KH2013:KH.C1.404	3747	2943
KH2013:KH.C1.1083	3916	1791
KH2013:KH.C1.1295	936	3
KH2013:KH.C1.1067	1030	7
KH2013:KH.C1.405	1883	123
KH2013:KH.C1.577	1865	123
KH2013:KH.C1.842	1190	142
KH2013:KH.C1.476	547	4
KH2013:KH.C1.823	604	12
KH2013:KH.C1.355	1112	208
KH2013:KH.C1.1027	2171	8709
KH2013:KH.C1.970	2096	104
KH2013:KH.C1.140	1498	308
KH2013:KH.C1.1062	1510	475
KH2013:KH.C1.928	2813	31
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	336
KH2013:KH.C1.875	1234	23
KH2013:KH.C1.1120	1067	33
KH2013:KH.C1.388	1487	1054
KH2013:KH.C1.195	2961	173
