GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	29
KH2013:KH.C1.560	243	1
KH2013:KH.C1.907	1206	33
KH2013:KH.C1.1180	5846	1537
KH2013:KH.C1.526	2967	274
KH2013:KH.C1.183	1497	21
KH2013:KH.C1.172	2479	3115
KH2013:KH.C1.969	681	1
KH2013:KH.C1.655	2801	130
KH2013:KH.C1.962	2944	493
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	106
KH2013:KH.C1.1034	1695	24
KH2013:KH.C1.165	1434	603
KH2013:KH.C1.709	986	23
KH2013:KH.C1.841	1578	40
KH2013:KH.C1.1238	2918	721
KH2013:KH.C1.443	1155	5
KH2013:KH.C1.914	1565	161
KH2013:KH.C1.150	1240	704
KH2013:KH.C1.771	2816	17
KH2013:KH.C1.110	2303	288
KH2013:KH.C1.831	638	262
KH2013:KH.C1.997	4129	1519
KH2013:KH.C1.781	1913	3
KH2013:KH.C1.15	2872	12
KH2013:KH.C1.344	2410	81
KH2013:KH.C1.269	1831	604
KH2013:KH.C1.1208	2155	38
KH2013:KH.C1.208	5895	84
KH2013:KH.C1.1011	1588	830
KH2013:KH.C1.230	1226	304
KH2013:KH.C1.516	1660	64
KH2013:KH.C1.897	1671	156
KH2013:KH.C1.821	920	212
KH2013:KH.C1.329	907	14553
KH2013:KH.C1.301	1586	353
KH2013:KH.C1.1197	2048	126
KH2013:KH.C1.593	2345	85
KH2013:KH.C1.1300	2984	664
KH2013:KH.C1.582	1789	19
KH2013:KH.C1.78	1007	197
KH2013:KH.C1.1225	1437	14
KH2013:KH.C1.671	697	58
KH2013:KH.C1.287	2021	10652
KH2013:KH.C1.869	1328	9
KH2013:KH.C1.1216	1198	824
KH2013:KH.C1.1220	2152	6
KH2013:KH.C1.791	6664	196
KH2013:KH.C1.1166	1663	1
KH2013:KH.C1.1253	698	4
KH2013:KH.C1.139	1118	313
KH2013:KH.C1.631	3832	1178
KH2013:KH.C1.130	2557	979
KH2013:KH.C1.608	3738	282
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1715
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	442
KH2013:KH.C1.568	2097	74
KH2013:KH.C1.523	2577	107
KH2013:KH.C1.996	1994	527
KH2013:KH.C1.1100	3228	54
KH2013:KH.C1.1153	1681	2
KH2013:KH.C1.114	1315	3
KH2013:KH.C1.159	1186	831
KH2013:KH.C1.636	1430	17
KH2013:KH.C1.1256	849	16
KH2013:KH.C1.1039	2839	2698
KH2013:KH.C1.1214	1240	26
KH2013:KH.C1.56	498	14
KH2013:KH.C1.335	2790	584
KH2013:KH.C1.714	791	186
KH2013:KH.C1.1066	1523	128
KH2013:KH.C1.816	1612	10
KH2013:KH.C1.512	1486	1
KH2013:KH.C1.375	725	3
KH2013:KH.C1.1064	1816	168
KH2013:KH.C1.1094	1883	32
KH2013:KH.C1.421	2129	570
KH2013:KH.C1.331	1067	42
KH2013:KH.C1.1000	3403	598
KH2013:KH.C1.666	1755	19
KH2013:KH.C1.588	833	12
KH2013:KH.C1.922	2172	46
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	112
KH2013:KH.C1.487	3664	377
KH2013:KH.C1.927	2614	40
KH2013:KH.C1.376	2168	209
KH2013:KH.C1.912	1001	5444
KH2013:KH.C1.539	1686	3197
KH2013:KH.C1.584	1443	787
KH2013:KH.C1.352	1598	45
KH2013:KH.C1.245	1200	96
KH2013:KH.C1.96	918	5312
KH2013:KH.C1.359	2229	50
KH2013:KH.C1.596	1105	8
KH2013:KH.C1.866	1708	51
KH2013:KH.C1.858	1721	219
KH2013:KH.C1.234	871	332
KH2013:KH.C1.1155	1315	129
KH2013:KH.C1.240	2580	583
KH2013:KH.C1.177	2798	312
KH2013:KH.C1.326	3690	1631
KH2013:KH.C1.383	527	5
KH2013:KH.C1.566	581	3
KH2013:KH.C1.404	3747	2649
KH2013:KH.C1.1083	3916	335
KH2013:KH.C1.1295	936	10
KH2013:KH.C1.1067	1030	25
KH2013:KH.C1.405	1883	84
KH2013:KH.C1.577	1865	38
KH2013:KH.C1.842	1190	195
KH2013:KH.C1.476	547	17
KH2013:KH.C1.823	604	29
KH2013:KH.C1.355	1112	309
KH2013:KH.C1.1027	2171	9830
KH2013:KH.C1.970	2096	110
KH2013:KH.C1.140	1498	353
KH2013:KH.C1.1062	1510	531
KH2013:KH.C1.928	2813	14
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	457
KH2013:KH.C1.875	1234	53
KH2013:KH.C1.1120	1067	90
KH2013:KH.C1.388	1487	856
KH2013:KH.C1.195	2961	176
KH2013:KH.C1.797	1066	37
KH2013:KH.C1.603	4639	7069
KH2013:KH.C1.483	2756	176
KH2013:KH.C1.1188	2195	44
KH2013:KH.C1.1170	1807	56
KH2013:KH.C1.445	2098	53
KH2013:KH.C1.98	3327	5846
KH2013:KH.C1.779	1414	23
KH2013:KH.C1.515	1375	36
KH2013:KH.C1.414	1704	3
KH2013:KH.C1.769	1103	0
KH2013:KH.C1.879	1125	2
KH2013:KH.C1.1287	4890	88
KH2013:KH.C1.667	805	4
