GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	50
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	2
KH2013:KH.C1.1180	5846	1477
KH2013:KH.C1.526	2967	240
KH2013:KH.C1.183	1497	22
KH2013:KH.C1.172	2479	1901
KH2013:KH.C1.969	681	0
KH2013:KH.C1.655	2801	159
KH2013:KH.C1.962	2944	386
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	71
KH2013:KH.C1.1034	1695	20
KH2013:KH.C1.165	1434	342
KH2013:KH.C1.709	986	34
KH2013:KH.C1.841	1578	14
KH2013:KH.C1.1238	2918	638
KH2013:KH.C1.443	1155	5
KH2013:KH.C1.914	1565	46
KH2013:KH.C1.150	1240	349
KH2013:KH.C1.771	2816	25
KH2013:KH.C1.110	2303	150
KH2013:KH.C1.831	638	178
KH2013:KH.C1.997	4129	1176
KH2013:KH.C1.781	1913	0
KH2013:KH.C1.15	2872	8
KH2013:KH.C1.344	2410	81
KH2013:KH.C1.269	1831	244
KH2013:KH.C1.1208	2155	55
KH2013:KH.C1.208	5895	32
KH2013:KH.C1.1011	1588	362
KH2013:KH.C1.230	1226	110
KH2013:KH.C1.516	1660	52
KH2013:KH.C1.897	1671	61
KH2013:KH.C1.821	920	94
KH2013:KH.C1.329	907	7148
KH2013:KH.C1.301	1586	180
KH2013:KH.C1.1197	2048	124
KH2013:KH.C1.593	2345	29
KH2013:KH.C1.1300	2984	635
KH2013:KH.C1.582	1789	11
KH2013:KH.C1.78	1007	62
KH2013:KH.C1.1225	1437	5
KH2013:KH.C1.671	697	22
KH2013:KH.C1.287	2021	3232
KH2013:KH.C1.869	1328	20
KH2013:KH.C1.1216	1198	482
KH2013:KH.C1.1220	2152	11
KH2013:KH.C1.791	6664	475
KH2013:KH.C1.1166	1663	10
KH2013:KH.C1.1253	698	3
KH2013:KH.C1.139	1118	128
KH2013:KH.C1.631	3832	2427
KH2013:KH.C1.130	2557	405
KH2013:KH.C1.608	3738	132
KH2013:KH.C1.1246	640	8
KH2013:KH.C1.1202	6444	1247
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	1494
KH2013:KH.C1.568	2097	34
KH2013:KH.C1.523	2577	52
KH2013:KH.C1.996	1994	285
KH2013:KH.C1.1100	3228	425
KH2013:KH.C1.1153	1681	67
KH2013:KH.C1.114	1315	3
KH2013:KH.C1.159	1186	2620
KH2013:KH.C1.636	1430	3
KH2013:KH.C1.1256	849	18
KH2013:KH.C1.1039	2839	474
KH2013:KH.C1.1214	1240	12
KH2013:KH.C1.56	498	21
KH2013:KH.C1.335	2790	696
KH2013:KH.C1.714	791	166
KH2013:KH.C1.1066	1523	50
KH2013:KH.C1.816	1612	5
KH2013:KH.C1.512	1486	2
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	133
KH2013:KH.C1.1094	1883	13
KH2013:KH.C1.421	2129	87
KH2013:KH.C1.331	1067	14
KH2013:KH.C1.1000	3403	548
KH2013:KH.C1.666	1755	5
KH2013:KH.C1.588	833	0
KH2013:KH.C1.922	2172	28
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	180
KH2013:KH.C1.487	3664	397
KH2013:KH.C1.927	2614	17
KH2013:KH.C1.376	2168	129
KH2013:KH.C1.912	1001	2811
KH2013:KH.C1.539	1686	1175
KH2013:KH.C1.584	1443	595
KH2013:KH.C1.352	1598	14
KH2013:KH.C1.245	1200	86
KH2013:KH.C1.96	918	1707
KH2013:KH.C1.359	2229	36
KH2013:KH.C1.596	1105	68
KH2013:KH.C1.866	1708	21
KH2013:KH.C1.858	1721	179
KH2013:KH.C1.234	871	128
KH2013:KH.C1.1155	1315	49
KH2013:KH.C1.240	2580	578
KH2013:KH.C1.177	2798	187
KH2013:KH.C1.326	3690	1972
KH2013:KH.C1.383	527	1
KH2013:KH.C1.566	581	3
KH2013:KH.C1.404	3747	1165
KH2013:KH.C1.1083	3916	524
KH2013:KH.C1.1295	936	4
KH2013:KH.C1.1067	1030	9
KH2013:KH.C1.405	1883	53
KH2013:KH.C1.577	1865	52
KH2013:KH.C1.842	1190	82
KH2013:KH.C1.476	547	1
KH2013:KH.C1.823	604	16
KH2013:KH.C1.355	1112	175
KH2013:KH.C1.1027	2171	6532
KH2013:KH.C1.970	2096	98
KH2013:KH.C1.140	1498	202
KH2013:KH.C1.1062	1510	458
KH2013:KH.C1.928	2813	11
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	173
KH2013:KH.C1.875	1234	11
KH2013:KH.C1.1120	1067	65
KH2013:KH.C1.388	1487	578
KH2013:KH.C1.195	2961	219
KH2013:KH.C1.797	1066	6
KH2013:KH.C1.603	4639	4210
KH2013:KH.C1.483	2756	22
KH2013:KH.C1.1188	2195	15
KH2013:KH.C1.1170	1807	13
KH2013:KH.C1.445	2098	34
KH2013:KH.C1.98	3327	3758
KH2013:KH.C1.779	1414	24
KH2013:KH.C1.515	1375	27
KH2013:KH.C1.414	1704	3
KH2013:KH.C1.769	1103	3
KH2013:KH.C1.879	1125	13
KH2013:KH.C1.1287	4890	297
KH2013:KH.C1.667	805	9
KH2013:KH.C1.553	1994	58
KH2013:KH.C1.470	781	1
KH2013:KH.C1.101	1479	53
KH2013:KH.C1.82	697	186
