GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	33
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	31
KH2013:KH.C1.1180	5846	1756
KH2013:KH.C1.526	2967	237
KH2013:KH.C1.183	1497	420
KH2013:KH.C1.172	2479	2284
KH2013:KH.C1.969	681	1
KH2013:KH.C1.655	2801	614
KH2013:KH.C1.962	2944	1087
KH2013:KH.C1.403	406	9
KH2013:KH.C1.881	2324	164
KH2013:KH.C1.1034	1695	22
KH2013:KH.C1.165	1434	1705
KH2013:KH.C1.709	986	39
KH2013:KH.C1.841	1578	67
KH2013:KH.C1.1238	2918	728
KH2013:KH.C1.443	1155	40
KH2013:KH.C1.914	1565	202
KH2013:KH.C1.150	1240	1194
KH2013:KH.C1.771	2816	348
KH2013:KH.C1.110	2303	459
KH2013:KH.C1.831	638	929
KH2013:KH.C1.997	4129	1546
KH2013:KH.C1.781	1913	4
KH2013:KH.C1.15	2872	120
KH2013:KH.C1.344	2410	454
KH2013:KH.C1.269	1831	704
KH2013:KH.C1.1208	2155	36
KH2013:KH.C1.208	5895	83
KH2013:KH.C1.1011	1588	1489
KH2013:KH.C1.230	1226	334
KH2013:KH.C1.516	1660	439
KH2013:KH.C1.897	1671	207
KH2013:KH.C1.821	920	516
KH2013:KH.C1.329	907	12386
KH2013:KH.C1.301	1586	439
KH2013:KH.C1.1197	2048	373
KH2013:KH.C1.593	2345	197
KH2013:KH.C1.1300	2984	1317
KH2013:KH.C1.582	1789	72
KH2013:KH.C1.78	1007	660
KH2013:KH.C1.1225	1437	24
KH2013:KH.C1.671	697	52
KH2013:KH.C1.287	2021	12040
KH2013:KH.C1.869	1328	108
KH2013:KH.C1.1216	1198	600
KH2013:KH.C1.1220	2152	71
KH2013:KH.C1.791	6664	429
KH2013:KH.C1.1166	1663	8
KH2013:KH.C1.1253	698	11
KH2013:KH.C1.139	1118	762
KH2013:KH.C1.631	3832	2553
KH2013:KH.C1.130	2557	876
KH2013:KH.C1.608	3738	566
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	2771
KH2013:KH.C1.318	611	31
KH2013:KH.C1.1156	2481	1566
KH2013:KH.C1.568	2097	162
KH2013:KH.C1.523	2577	308
KH2013:KH.C1.996	1994	779
KH2013:KH.C1.1100	3228	204
KH2013:KH.C1.1153	1681	27
KH2013:KH.C1.114	1315	10
KH2013:KH.C1.159	1186	2062
KH2013:KH.C1.636	1430	2
KH2013:KH.C1.1256	849	13
KH2013:KH.C1.1039	2839	2831
KH2013:KH.C1.1214	1240	40
KH2013:KH.C1.56	498	34
KH2013:KH.C1.335	2790	779
KH2013:KH.C1.714	791	174
KH2013:KH.C1.1066	1523	372
KH2013:KH.C1.816	1612	42
KH2013:KH.C1.512	1486	13
KH2013:KH.C1.375	725	4
KH2013:KH.C1.1064	1816	209
KH2013:KH.C1.1094	1883	52
KH2013:KH.C1.421	2129	1302
KH2013:KH.C1.331	1067	9
KH2013:KH.C1.1000	3403	1226
KH2013:KH.C1.666	1755	114
KH2013:KH.C1.588	833	26
KH2013:KH.C1.922	2172	25
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	283
KH2013:KH.C1.487	3664	315
KH2013:KH.C1.927	2614	68
KH2013:KH.C1.376	2168	397
KH2013:KH.C1.912	1001	7607
KH2013:KH.C1.539	1686	3906
KH2013:KH.C1.584	1443	3313
KH2013:KH.C1.352	1598	53
KH2013:KH.C1.245	1200	294
KH2013:KH.C1.96	918	7442
KH2013:KH.C1.359	2229	257
KH2013:KH.C1.596	1105	22
KH2013:KH.C1.866	1708	368
KH2013:KH.C1.858	1721	545
KH2013:KH.C1.234	871	407
KH2013:KH.C1.1155	1315	79
KH2013:KH.C1.240	2580	1899
KH2013:KH.C1.177	2798	305
KH2013:KH.C1.326	3690	2245
KH2013:KH.C1.383	527	23
KH2013:KH.C1.566	581	42
KH2013:KH.C1.404	3747	6934
KH2013:KH.C1.1083	3916	1500
KH2013:KH.C1.1295	936	69
KH2013:KH.C1.1067	1030	220
KH2013:KH.C1.405	1883	53
KH2013:KH.C1.577	1865	41
KH2013:KH.C1.842	1190	217
KH2013:KH.C1.476	547	17
KH2013:KH.C1.823	604	23
KH2013:KH.C1.355	1112	543
KH2013:KH.C1.1027	2171	9902
KH2013:KH.C1.970	2096	347
KH2013:KH.C1.140	1498	206
KH2013:KH.C1.1062	1510	1093
KH2013:KH.C1.928	2813	45
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	1279
KH2013:KH.C1.875	1234	46
KH2013:KH.C1.1120	1067	334
KH2013:KH.C1.388	1487	1335
KH2013:KH.C1.195	2961	363
KH2013:KH.C1.797	1066	40
KH2013:KH.C1.603	4639	17997
KH2013:KH.C1.483	2756	390
KH2013:KH.C1.1188	2195	19
KH2013:KH.C1.1170	1807	620
KH2013:KH.C1.445	2098	60
KH2013:KH.C1.98	3327	12382
KH2013:KH.C1.779	1414	55
KH2013:KH.C1.515	1375	425
KH2013:KH.C1.414	1704	34
KH2013:KH.C1.769	1103	0
KH2013:KH.C1.879	1125	1
KH2013:KH.C1.1287	4890	300
KH2013:KH.C1.667	805	55
KH2013:KH.C1.553	1994	193
KH2013:KH.C1.470	781	41
KH2013:KH.C1.101	1479	154
KH2013:KH.C1.82	697	461
KH2013:KH.C1.246	2225	224
KH2013:KH.C1.59	1733	615
KH2013:KH.C1.933	2577	839
KH2013:KH.C1.983	2252	4212
KH2013:KH.C1.535	2961	1298
KH2013:KH.C1.1221	1789	42
KH2013:KH.C1.936	1721	580
KH2013:KH.C1.191	623	11
KH2013:KH.C1.68	1662	135
KH2013:KH.C1.309	1082	147
KH2013:KH.C1.199	2497	976
KH2013:KH.C1.991	1124	190
KH2013:KH.C1.449	1418	52
KH2013:KH.C1.317	2162	1877
KH2013:KH.C1.1152	1479	3
KH2013:KH.C1.863	1412	90
KH2013:KH.C1.1284	839	94
KH2013:KH.C1.787	5921	5792
KH2013:KH.C1.677	5403	6532
KH2013:KH.C1.809	1641	116
KH2013:KH.C1.1081	2921	868
KH2013:KH.C1.63	2224	1294
KH2013:KH.C1.1122	1930	77
KH2013:KH.C1.1158	2487	0
KH2013:KH.C1.99	2564	853
KH2013:KH.C1.1053	1931	2
KH2013:KH.C1.89	1846	99
KH2013:KH.C1.633	3857	2464
KH2013:KH.C1.4	2005	783
KH2013:KH.C1.898	2908	485
KH2013:KH.C1.628	1174	392
KH2013:KH.C1.884	1969	1624
KH2013:KH.C1.484	1397	559
KH2013:KH.C1.574	1455	80246
KH2013:KH.C1.733	516	87
KH2013:KH.C1.100	348	0
KH2013:KH.C1.1279	438	1
KH2013:KH.C1.1268	423	1
KH2013:KH.C1.1192	392	1
KH2013:KH.C1.187	2678	1060
KH2013:KH.C1.546	2677	3479
KH2013:KH.C1.128	122	0
KH2013:KH.C1.1012	1096	700
KH2013:KH.C1.1109	3157	1878
KH2013:KH.C1.158	2767	326
KH2013:KH.C1.485	318	6
KH2013:KH.C1.461	1014	12
KH2013:KH.C1.805	1215	6
KH2013:KH.C1.749	2734	273
KH2013:KH.C1.481	1081	419
KH2013:KH.C1.1014	935	23
KH2013:KH.C1.540	860	13
KH2013:KH.C1.637	4236	2072
KH2013:KH.C1.867	2170	473
KH2013:KH.C1.119	636	33
KH2013:KH.C1.746	1711	140
KH2013:KH.C1.220	1074	145
KH2013:KH.C1.670	1119	435
KH2013:KH.C1.832	2124	135
KH2013:KH.C1.1276	1668	57
KH2013:KH.C1.1157	3012	712
KH2013:KH.C1.285	4076	266
KH2013:KH.C1.583	3444	1145
KH2013:KH.C1.1045	2415	1779
KH2013:KH.C1.430	1570	70
KH2013:KH.C1.1275	1509	2126
KH2013:KH.C1.1224	3339	657
KH2013:KH.C1.146	3995	4575
KH2013:KH.C1.1075	1570	129
KH2013:KH.C1.913	1475	46
KH2013:KH.C1.993	8300	4298
KH2013:KH.C1.47	1339	388
KH2013:KH.C1.1302	735	190
KH2013:KH.C1.411	778	409
KH2013:KH.C1.124	2374	5156
KH2013:KH.C1.178	1127	41
KH2013:KH.C1.1270	807	8
KH2013:KH.C1.1121	1546	64
KH2013:KH.C1.147	4942	110
KH2013:KH.C1.974	1076	0
KH2013:KH.C1.133	1682	13439
KH2013:KH.C1.252	1636	3252
KH2013:KH.C1.999	1625	36
KH2013:KH.C1.142	4936	12777
KH2013:KH.C1.113	4446	2169
KH2013:KH.C1.1247	1431	26
KH2013:KH.C1.308	1513	176
KH2013:KH.C1.5	5068	204
KH2013:KH.C1.272	1869	50
KH2013:KH.C1.108	1216	334
KH2013:KH.C1.563	1403	87
KH2013:KH.C1.847	1348	11
KH2013:KH.C1.25	1510	8
KH2013:KH.C1.855	1057	7
KH2013:KH.C1.891	1124	21
KH2013:KH.C1.1028	1220	18
KH2013:KH.C1.857	1328	5
KH2013:KH.C1.1255	786	5
KH2013:KH.C1.475	1361	13
KH2013:KH.C1.595	1281	3
KH2013:KH.C1.1169	953	391
KH2013:KH.C1.729	2466	327
KH2013:KH.C1.880	3335	459
KH2013:KH.C1.1144	1395	97
KH2013:KH.C1.1235	2094	466
KH2013:KH.C1.550	956	287
KH2013:KH.C1.1138	2758	2220
KH2013:KH.C1.92	3456	1993
KH2013:KH.C1.48	2980	259
KH2013:KH.C1.496	3541	33
KH2013:KH.C1.838	664	0
KH2013:KH.C1.605	908	649
KH2013:KH.C1.80	2628	2085
KH2013:KH.C1.1160	3361	501
KH2013:KH.C1.597	1644	17
KH2013:KH.C1.1139	1920	1
KH2013:KH.C1.399	2075	866
KH2013:KH.C1.310	3097	167
KH2013:KH.C1.254	495	36
KH2013:KH.C1.915	1017	13
KH2013:KH.C1.1117	1697	7
KH2013:KH.C1.1065	3121	1364
KH2013:KH.C1.1165	2066	382
KH2013:KH.C1.635	418	41
KH2013:KH.C1.151	1240	153
KH2013:KH.C1.1035	892	10
KH2013:KH.C1.357	957	12
KH2013:KH.C1.381	889	16
KH2013:KH.C1.33	1833	164
KH2013:KH.C1.957	318	1
KH2013:KH.C1.1228	728	1
KH2013:KH.C1.1219	6023	542
KH2013:KH.C1.265	1280	542
KH2013:KH.C1.930	1251	974
KH2013:KH.C1.226	2274	620
KH2013:KH.C1.237	1119	185
KH2013:KH.C1.1082	1583	254
KH2013:KH.C1.149	2251	142
KH2013:KH.C1.256	900	452
KH2013:KH.C1.1103	1359	162
KH2013:KH.C1.542	1791	584
KH2013:KH.C1.469	834	35
KH2013:KH.C1.724	1553	211
KH2013:KH.C1.661	2462	1424
