GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	75
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	9
KH2013:KH.C1.1180	5846	1557
KH2013:KH.C1.526	2967	421
KH2013:KH.C1.183	1497	32
KH2013:KH.C1.172	2479	3403
KH2013:KH.C1.969	681	0
KH2013:KH.C1.655	2801	198
KH2013:KH.C1.962	2944	470
KH2013:KH.C1.403	406	4
KH2013:KH.C1.881	2324	75
KH2013:KH.C1.1034	1695	15
KH2013:KH.C1.165	1434	485
KH2013:KH.C1.709	986	17
KH2013:KH.C1.841	1578	23
KH2013:KH.C1.1238	2918	803
KH2013:KH.C1.443	1155	0
KH2013:KH.C1.914	1565	89
KH2013:KH.C1.150	1240	631
KH2013:KH.C1.771	2816	39
KH2013:KH.C1.110	2303	177
KH2013:KH.C1.831	638	363
KH2013:KH.C1.997	4129	1455
KH2013:KH.C1.781	1913	1
KH2013:KH.C1.15	2872	6
KH2013:KH.C1.344	2410	73
KH2013:KH.C1.269	1831	294
KH2013:KH.C1.1208	2155	69
KH2013:KH.C1.208	5895	50
KH2013:KH.C1.1011	1588	509
KH2013:KH.C1.230	1226	192
KH2013:KH.C1.516	1660	46
KH2013:KH.C1.897	1671	68
KH2013:KH.C1.821	920	196
KH2013:KH.C1.329	907	17624
KH2013:KH.C1.301	1586	243
KH2013:KH.C1.1197	2048	140
KH2013:KH.C1.593	2345	70
KH2013:KH.C1.1300	2984	638
KH2013:KH.C1.582	1789	23
KH2013:KH.C1.78	1007	209
KH2013:KH.C1.1225	1437	9
KH2013:KH.C1.671	697	32
KH2013:KH.C1.287	2021	10464
KH2013:KH.C1.869	1328	24
KH2013:KH.C1.1216	1198	1198
KH2013:KH.C1.1220	2152	4
KH2013:KH.C1.791	6664	179
KH2013:KH.C1.1166	1663	11
KH2013:KH.C1.1253	698	6
KH2013:KH.C1.139	1118	169
KH2013:KH.C1.631	3832	1683
KH2013:KH.C1.130	2557	775
KH2013:KH.C1.608	3738	290
KH2013:KH.C1.1246	640	7
KH2013:KH.C1.1202	6444	1433
KH2013:KH.C1.318	611	4
KH2013:KH.C1.1156	2481	408
KH2013:KH.C1.568	2097	48
KH2013:KH.C1.523	2577	131
KH2013:KH.C1.996	1994	426
KH2013:KH.C1.1100	3228	55
KH2013:KH.C1.1153	1681	4
KH2013:KH.C1.114	1315	1
KH2013:KH.C1.159	1186	1965
KH2013:KH.C1.636	1430	9
KH2013:KH.C1.1256	849	14
KH2013:KH.C1.1039	2839	2087
KH2013:KH.C1.1214	1240	7
KH2013:KH.C1.56	498	34
KH2013:KH.C1.335	2790	823
KH2013:KH.C1.714	791	168
KH2013:KH.C1.1066	1523	83
KH2013:KH.C1.816	1612	7
KH2013:KH.C1.512	1486	4
KH2013:KH.C1.375	725	2
KH2013:KH.C1.1064	1816	202
KH2013:KH.C1.1094	1883	72
KH2013:KH.C1.421	2129	455
KH2013:KH.C1.331	1067	15
KH2013:KH.C1.1000	3403	626
KH2013:KH.C1.666	1755	30
KH2013:KH.C1.588	833	6
KH2013:KH.C1.922	2172	11
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	242
KH2013:KH.C1.487	3664	469
KH2013:KH.C1.927	2614	36
KH2013:KH.C1.376	2168	172
KH2013:KH.C1.912	1001	5196
KH2013:KH.C1.539	1686	3130
KH2013:KH.C1.584	1443	655
KH2013:KH.C1.352	1598	42
KH2013:KH.C1.245	1200	138
KH2013:KH.C1.96	918	3879
KH2013:KH.C1.359	2229	31
KH2013:KH.C1.596	1105	22
KH2013:KH.C1.866	1708	72
KH2013:KH.C1.858	1721	307
KH2013:KH.C1.234	871	288
KH2013:KH.C1.1155	1315	100
KH2013:KH.C1.240	2580	738
KH2013:KH.C1.177	2798	319
KH2013:KH.C1.326	3690	2476
KH2013:KH.C1.383	527	20
KH2013:KH.C1.566	581	10
KH2013:KH.C1.404	3747	2365
KH2013:KH.C1.1083	3916	323
KH2013:KH.C1.1295	936	2
KH2013:KH.C1.1067	1030	33
KH2013:KH.C1.405	1883	78
KH2013:KH.C1.577	1865	23
KH2013:KH.C1.842	1190	175
KH2013:KH.C1.476	547	15
KH2013:KH.C1.823	604	26
KH2013:KH.C1.355	1112	276
KH2013:KH.C1.1027	2171	10607
KH2013:KH.C1.970	2096	127
KH2013:KH.C1.140	1498	328
KH2013:KH.C1.1062	1510	607
KH2013:KH.C1.928	2813	5
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	621
KH2013:KH.C1.875	1234	51
KH2013:KH.C1.1120	1067	92
KH2013:KH.C1.388	1487	386
KH2013:KH.C1.195	2961	175
KH2013:KH.C1.797	1066	14
KH2013:KH.C1.603	4639	10505
KH2013:KH.C1.483	2756	88
KH2013:KH.C1.1188	2195	12
KH2013:KH.C1.1170	1807	44
KH2013:KH.C1.445	2098	130
KH2013:KH.C1.98	3327	7054
KH2013:KH.C1.779	1414	18
KH2013:KH.C1.515	1375	25
KH2013:KH.C1.414	1704	5
KH2013:KH.C1.769	1103	4
KH2013:KH.C1.879	1125	6
KH2013:KH.C1.1287	4890	150
KH2013:KH.C1.667	805	11
KH2013:KH.C1.553	1994	30
KH2013:KH.C1.470	781	4
KH2013:KH.C1.101	1479	64
KH2013:KH.C1.82	697	597
KH2013:KH.C1.246	2225	169
KH2013:KH.C1.59	1733	560
KH2013:KH.C1.933	2577	694
KH2013:KH.C1.983	2252	805
KH2013:KH.C1.535	2961	1421
KH2013:KH.C1.1221	1789	97
KH2013:KH.C1.936	1721	335
KH2013:KH.C1.191	623	7
KH2013:KH.C1.68	1662	43
KH2013:KH.C1.309	1082	128
KH2013:KH.C1.199	2497	313
KH2013:KH.C1.991	1124	40
KH2013:KH.C1.449	1418	4
KH2013:KH.C1.317	2162	1181
KH2013:KH.C1.1152	1479	3
KH2013:KH.C1.863	1412	67
KH2013:KH.C1.1284	839	41
KH2013:KH.C1.787	5921	2674
KH2013:KH.C1.677	5403	4853
KH2013:KH.C1.809	1641	92
KH2013:KH.C1.1081	2921	1787
KH2013:KH.C1.63	2224	674
KH2013:KH.C1.1122	1930	5
KH2013:KH.C1.1158	2487	3
KH2013:KH.C1.99	2564	63
KH2013:KH.C1.1053	1931	8
KH2013:KH.C1.89	1846	55
KH2013:KH.C1.633	3857	1439
KH2013:KH.C1.4	2005	188
KH2013:KH.C1.898	2908	521
KH2013:KH.C1.628	1174	322
