GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	37
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	21
KH2013:KH.C1.1180	5846	1513
KH2013:KH.C1.526	2967	374
KH2013:KH.C1.183	1497	50
KH2013:KH.C1.172	2479	2720
KH2013:KH.C1.969	681	4
KH2013:KH.C1.655	2801	173
KH2013:KH.C1.962	2944	521
KH2013:KH.C1.403	406	2
KH2013:KH.C1.881	2324	91
KH2013:KH.C1.1034	1695	29
KH2013:KH.C1.165	1434	619
KH2013:KH.C1.709	986	49
KH2013:KH.C1.841	1578	44
KH2013:KH.C1.1238	2918	706
KH2013:KH.C1.443	1155	9
KH2013:KH.C1.914	1565	138
KH2013:KH.C1.150	1240	827
KH2013:KH.C1.771	2816	7
KH2013:KH.C1.110	2303	360
KH2013:KH.C1.831	638	394
KH2013:KH.C1.997	4129	1359
KH2013:KH.C1.781	1913	12
KH2013:KH.C1.15	2872	34
KH2013:KH.C1.344	2410	68
KH2013:KH.C1.269	1831	369
KH2013:KH.C1.1208	2155	59
KH2013:KH.C1.208	5895	74
KH2013:KH.C1.1011	1588	866
KH2013:KH.C1.230	1226	371
KH2013:KH.C1.516	1660	68
KH2013:KH.C1.897	1671	122
KH2013:KH.C1.821	920	252
KH2013:KH.C1.329	907	15041
KH2013:KH.C1.301	1586	376
KH2013:KH.C1.1197	2048	186
KH2013:KH.C1.593	2345	118
KH2013:KH.C1.1300	2984	661
KH2013:KH.C1.582	1789	12
KH2013:KH.C1.78	1007	192
KH2013:KH.C1.1225	1437	20
KH2013:KH.C1.671	697	47
KH2013:KH.C1.287	2021	10939
KH2013:KH.C1.869	1328	45
KH2013:KH.C1.1216	1198	874
KH2013:KH.C1.1220	2152	4
KH2013:KH.C1.791	6664	251
KH2013:KH.C1.1166	1663	15
KH2013:KH.C1.1253	698	1
KH2013:KH.C1.139	1118	292
KH2013:KH.C1.631	3832	1574
KH2013:KH.C1.130	2557	918
KH2013:KH.C1.608	3738	301
KH2013:KH.C1.1246	640	1
KH2013:KH.C1.1202	6444	1627
KH2013:KH.C1.318	611	8
KH2013:KH.C1.1156	2481	500
KH2013:KH.C1.568	2097	60
KH2013:KH.C1.523	2577	129
KH2013:KH.C1.996	1994	442
KH2013:KH.C1.1100	3228	77
KH2013:KH.C1.1153	1681	4
KH2013:KH.C1.114	1315	9
KH2013:KH.C1.159	1186	1756
KH2013:KH.C1.636	1430	19
KH2013:KH.C1.1256	849	23
KH2013:KH.C1.1039	2839	2598
KH2013:KH.C1.1214	1240	41
KH2013:KH.C1.56	498	33
KH2013:KH.C1.335	2790	679
KH2013:KH.C1.714	791	265
KH2013:KH.C1.1066	1523	126
KH2013:KH.C1.816	1612	5
KH2013:KH.C1.512	1486	4
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	210
KH2013:KH.C1.1094	1883	41
KH2013:KH.C1.421	2129	739
KH2013:KH.C1.331	1067	35
KH2013:KH.C1.1000	3403	590
KH2013:KH.C1.666	1755	75
KH2013:KH.C1.588	833	1
KH2013:KH.C1.922	2172	61
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	149
KH2013:KH.C1.487	3664	445
KH2013:KH.C1.927	2614	33
KH2013:KH.C1.376	2168	227
KH2013:KH.C1.912	1001	6167
KH2013:KH.C1.539	1686	3577
KH2013:KH.C1.584	1443	635
KH2013:KH.C1.352	1598	72
KH2013:KH.C1.245	1200	156
KH2013:KH.C1.96	918	5356
KH2013:KH.C1.359	2229	81
KH2013:KH.C1.596	1105	19
KH2013:KH.C1.866	1708	62
KH2013:KH.C1.858	1721	375
KH2013:KH.C1.234	871	253
KH2013:KH.C1.1155	1315	129
KH2013:KH.C1.240	2580	1013
KH2013:KH.C1.177	2798	288
KH2013:KH.C1.326	3690	1918
KH2013:KH.C1.383	527	15
KH2013:KH.C1.566	581	6
KH2013:KH.C1.404	3747	3375
KH2013:KH.C1.1083	3916	399
KH2013:KH.C1.1295	936	12
KH2013:KH.C1.1067	1030	41
KH2013:KH.C1.405	1883	77
KH2013:KH.C1.577	1865	41
KH2013:KH.C1.842	1190	196
KH2013:KH.C1.476	547	22
KH2013:KH.C1.823	604	51
KH2013:KH.C1.355	1112	248
KH2013:KH.C1.1027	2171	9872
KH2013:KH.C1.970	2096	136
KH2013:KH.C1.140	1498	387
KH2013:KH.C1.1062	1510	685
KH2013:KH.C1.928	2813	27
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	688
KH2013:KH.C1.875	1234	64
KH2013:KH.C1.1120	1067	114
KH2013:KH.C1.388	1487	587
KH2013:KH.C1.195	2961	181
KH2013:KH.C1.797	1066	25
KH2013:KH.C1.603	4639	11439
KH2013:KH.C1.483	2756	258
KH2013:KH.C1.1188	2195	34
KH2013:KH.C1.1170	1807	14
KH2013:KH.C1.445	2098	48
KH2013:KH.C1.98	3327	6517
KH2013:KH.C1.779	1414	37
KH2013:KH.C1.515	1375	58
KH2013:KH.C1.414	1704	17
KH2013:KH.C1.769	1103	2
KH2013:KH.C1.879	1125	3
KH2013:KH.C1.1287	4890	154
KH2013:KH.C1.667	805	6
KH2013:KH.C1.553	1994	26
KH2013:KH.C1.470	781	1
KH2013:KH.C1.101	1479	72
KH2013:KH.C1.82	697	627
KH2013:KH.C1.246	2225	298
KH2013:KH.C1.59	1733	608
KH2013:KH.C1.933	2577	802
KH2013:KH.C1.983	2252	2628
KH2013:KH.C1.535	2961	1063
KH2013:KH.C1.1221	1789	92
KH2013:KH.C1.936	1721	384
KH2013:KH.C1.191	623	16
KH2013:KH.C1.68	1662	51
KH2013:KH.C1.309	1082	223
KH2013:KH.C1.199	2497	307
KH2013:KH.C1.991	1124	102
KH2013:KH.C1.449	1418	25
KH2013:KH.C1.317	2162	910
KH2013:KH.C1.1152	1479	3
KH2013:KH.C1.863	1412	63
KH2013:KH.C1.1284	839	67
KH2013:KH.C1.787	5921	2676
KH2013:KH.C1.677	5403	4595
KH2013:KH.C1.809	1641	93
KH2013:KH.C1.1081	2921	1324
KH2013:KH.C1.63	2224	833
