GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	31
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	0
KH2013:KH.C1.1180	5846	957
KH2013:KH.C1.526	2967	238
KH2013:KH.C1.183	1497	9
KH2013:KH.C1.172	2479	1030
KH2013:KH.C1.969	681	0
KH2013:KH.C1.655	2801	81
KH2013:KH.C1.962	2944	277
KH2013:KH.C1.403	406	2
KH2013:KH.C1.881	2324	36
KH2013:KH.C1.1034	1695	0
KH2013:KH.C1.165	1434	209
KH2013:KH.C1.709	986	20
KH2013:KH.C1.841	1578	13
KH2013:KH.C1.1238	2918	378
KH2013:KH.C1.443	1155	2
KH2013:KH.C1.914	1565	62
KH2013:KH.C1.150	1240	314
KH2013:KH.C1.771	2816	8
KH2013:KH.C1.110	2303	92
KH2013:KH.C1.831	638	123
KH2013:KH.C1.997	4129	772
KH2013:KH.C1.781	1913	0
KH2013:KH.C1.15	2872	9
KH2013:KH.C1.344	2410	57
KH2013:KH.C1.269	1831	246
KH2013:KH.C1.1208	2155	40
KH2013:KH.C1.208	5895	9
KH2013:KH.C1.1011	1588	257
KH2013:KH.C1.230	1226	78
KH2013:KH.C1.516	1660	28
KH2013:KH.C1.897	1671	58
KH2013:KH.C1.821	920	91
KH2013:KH.C1.329	907	4374
KH2013:KH.C1.301	1586	114
KH2013:KH.C1.1197	2048	178
KH2013:KH.C1.593	2345	22
KH2013:KH.C1.1300	2984	197
KH2013:KH.C1.582	1789	3
KH2013:KH.C1.78	1007	109
KH2013:KH.C1.1225	1437	4
KH2013:KH.C1.671	697	25
KH2013:KH.C1.287	2021	2341
KH2013:KH.C1.869	1328	10
KH2013:KH.C1.1216	1198	213
KH2013:KH.C1.1220	2152	3
KH2013:KH.C1.791	6664	159
KH2013:KH.C1.1166	1663	1
KH2013:KH.C1.1253	698	2
KH2013:KH.C1.139	1118	133
KH2013:KH.C1.631	3832	3791
KH2013:KH.C1.130	2557	332
KH2013:KH.C1.608	3738	28
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1113
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	2201
KH2013:KH.C1.568	2097	38
KH2013:KH.C1.523	2577	72
KH2013:KH.C1.996	1994	252
KH2013:KH.C1.1100	3228	164
KH2013:KH.C1.1153	1681	11
KH2013:KH.C1.114	1315	5
KH2013:KH.C1.159	1186	2605
KH2013:KH.C1.636	1430	9
KH2013:KH.C1.1256	849	19
KH2013:KH.C1.1039	2839	661
KH2013:KH.C1.1214	1240	1
KH2013:KH.C1.56	498	19
KH2013:KH.C1.335	2790	425
KH2013:KH.C1.714	791	124
KH2013:KH.C1.1066	1523	25
KH2013:KH.C1.816	1612	6
KH2013:KH.C1.512	1486	1
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	80
KH2013:KH.C1.1094	1883	20
KH2013:KH.C1.421	2129	74
KH2013:KH.C1.331	1067	13
KH2013:KH.C1.1000	3403	422
KH2013:KH.C1.666	1755	8
KH2013:KH.C1.588	833	1
KH2013:KH.C1.922	2172	13
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	64
KH2013:KH.C1.487	3664	221
KH2013:KH.C1.927	2614	7
KH2013:KH.C1.376	2168	128
KH2013:KH.C1.912	1001	2265
KH2013:KH.C1.539	1686	849
KH2013:KH.C1.584	1443	430
KH2013:KH.C1.352	1598	24
KH2013:KH.C1.245	1200	31
KH2013:KH.C1.96	918	1305
KH2013:KH.C1.359	2229	30
KH2013:KH.C1.596	1105	16
KH2013:KH.C1.866	1708	23
KH2013:KH.C1.858	1721	148
KH2013:KH.C1.234	871	108
KH2013:KH.C1.1155	1315	38
KH2013:KH.C1.240	2580	729
KH2013:KH.C1.177	2798	170
KH2013:KH.C1.326	3690	1803
KH2013:KH.C1.383	527	12
KH2013:KH.C1.566	581	11
KH2013:KH.C1.404	3747	1085
KH2013:KH.C1.1083	3916	519
KH2013:KH.C1.1295	936	9
KH2013:KH.C1.1067	1030	1
KH2013:KH.C1.405	1883	6
KH2013:KH.C1.577	1865	13
KH2013:KH.C1.842	1190	59
KH2013:KH.C1.476	547	11
KH2013:KH.C1.823	604	18
KH2013:KH.C1.355	1112	135
KH2013:KH.C1.1027	2171	4709
KH2013:KH.C1.970	2096	52
KH2013:KH.C1.140	1498	113
KH2013:KH.C1.1062	1510	330
KH2013:KH.C1.928	2813	2
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	158
KH2013:KH.C1.875	1234	15
KH2013:KH.C1.1120	1067	45
KH2013:KH.C1.388	1487	400
KH2013:KH.C1.195	2961	67
KH2013:KH.C1.797	1066	8
KH2013:KH.C1.603	4639	3748
KH2013:KH.C1.483	2756	104
KH2013:KH.C1.1188	2195	0
KH2013:KH.C1.1170	1807	6
KH2013:KH.C1.445	2098	16
KH2013:KH.C1.98	3327	1911
KH2013:KH.C1.779	1414	16
KH2013:KH.C1.515	1375	27
KH2013:KH.C1.414	1704	7
KH2013:KH.C1.769	1103	2
KH2013:KH.C1.879	1125	5
KH2013:KH.C1.1287	4890	331
KH2013:KH.C1.667	805	24
KH2013:KH.C1.553	1994	17
KH2013:KH.C1.470	781	0
KH2013:KH.C1.101	1479	71
KH2013:KH.C1.82	697	118
KH2013:KH.C1.246	2225	217
KH2013:KH.C1.59	1733	195
KH2013:KH.C1.933	2577	387
KH2013:KH.C1.983	2252	1206
KH2013:KH.C1.535	2961	952
KH2013:KH.C1.1221	1789	55
KH2013:KH.C1.936	1721	182
KH2013:KH.C1.191	623	4
KH2013:KH.C1.68	1662	29
KH2013:KH.C1.309	1082	98
KH2013:KH.C1.199	2497	226
KH2013:KH.C1.991	1124	52
KH2013:KH.C1.449	1418	2
KH2013:KH.C1.317	2162	408
KH2013:KH.C1.1152	1479	1
KH2013:KH.C1.863	1412	26
KH2013:KH.C1.1284	839	12
KH2013:KH.C1.787	5921	1537
KH2013:KH.C1.677	5403	3346
KH2013:KH.C1.809	1641	30
KH2013:KH.C1.1081	2921	698
KH2013:KH.C1.63	2224	262
KH2013:KH.C1.1122	1930	0
KH2013:KH.C1.1158	2487	0
KH2013:KH.C1.99	2564	452
KH2013:KH.C1.1053	1931	0
KH2013:KH.C1.89	1846	33
KH2013:KH.C1.633	3857	1607
KH2013:KH.C1.4	2005	756
KH2013:KH.C1.898	2908	171
KH2013:KH.C1.628	1174	111
KH2013:KH.C1.884	1969	315
KH2013:KH.C1.484	1397	49
KH2013:KH.C1.574	1455	7239
KH2013:KH.C1.733	516	22
KH2013:KH.C1.100	348	0
KH2013:KH.C1.1279	438	0
KH2013:KH.C1.1268	423	0
KH2013:KH.C1.1192	392	0
KH2013:KH.C1.187	2678	186
KH2013:KH.C1.546	2677	1282
KH2013:KH.C1.128	122	0
KH2013:KH.C1.1012	1096	150
KH2013:KH.C1.1109	3157	76
KH2013:KH.C1.158	2767	3
KH2013:KH.C1.485	318	0
KH2013:KH.C1.461	1014	1
KH2013:KH.C1.805	1215	0
KH2013:KH.C1.749	2734	60
KH2013:KH.C1.481	1081	45
KH2013:KH.C1.1014	935	3
KH2013:KH.C1.540	860	7
KH2013:KH.C1.637	4236	1131
KH2013:KH.C1.867	2170	116
KH2013:KH.C1.119	636	2
KH2013:KH.C1.746	1711	68
KH2013:KH.C1.220	1074	25
KH2013:KH.C1.670	1119	146
KH2013:KH.C1.832	2124	45
KH2013:KH.C1.1276	1668	2
KH2013:KH.C1.1157	3012	225
KH2013:KH.C1.285	4076	48
KH2013:KH.C1.583	3444	171
KH2013:KH.C1.1045	2415	242
KH2013:KH.C1.430	1570	12
KH2013:KH.C1.1275	1509	838
KH2013:KH.C1.1224	3339	385
KH2013:KH.C1.146	3995	333
KH2013:KH.C1.1075	1570	5
KH2013:KH.C1.913	1475	0
KH2013:KH.C1.993	8300	456
KH2013:KH.C1.47	1339	22
KH2013:KH.C1.1302	735	21
KH2013:KH.C1.411	778	92
KH2013:KH.C1.124	2374	3342
KH2013:KH.C1.178	1127	5
KH2013:KH.C1.1270	807	10
KH2013:KH.C1.1121	1546	7
KH2013:KH.C1.147	4942	8
KH2013:KH.C1.974	1076	0
KH2013:KH.C1.133	1682	4291
KH2013:KH.C1.252	1636	1239
KH2013:KH.C1.999	1625	3
KH2013:KH.C1.142	4936	7232
KH2013:KH.C1.113	4446	15027
KH2013:KH.C1.1247	1431	111
KH2013:KH.C1.308	1513	34
KH2013:KH.C1.5	5068	51
KH2013:KH.C1.272	1869	9
KH2013:KH.C1.108	1216	132
KH2013:KH.C1.563	1403	0
KH2013:KH.C1.847	1348	0
KH2013:KH.C1.25	1510	6
KH2013:KH.C1.855	1057	0
KH2013:KH.C1.891	1124	3
KH2013:KH.C1.1028	1220	2
KH2013:KH.C1.857	1328	1
KH2013:KH.C1.1255	786	0
KH2013:KH.C1.475	1361	2
KH2013:KH.C1.595	1281	0
KH2013:KH.C1.1169	953	79
KH2013:KH.C1.729	2466	50
KH2013:KH.C1.880	3335	109
KH2013:KH.C1.1144	1395	10
KH2013:KH.C1.1235	2094	128
KH2013:KH.C1.550	956	33
KH2013:KH.C1.1138	2758	1154
KH2013:KH.C1.92	3456	1261
KH2013:KH.C1.48	2980	30
KH2013:KH.C1.496	3541	1
KH2013:KH.C1.838	664	0
KH2013:KH.C1.605	908	85
KH2013:KH.C1.80	2628	459
KH2013:KH.C1.1160	3361	597
KH2013:KH.C1.597	1644	1
KH2013:KH.C1.1139	1920	3
KH2013:KH.C1.399	2075	583
KH2013:KH.C1.310	3097	20
KH2013:KH.C1.254	495	0
KH2013:KH.C1.915	1017	0
KH2013:KH.C1.1117	1697	13
KH2013:KH.C1.1065	3121	966
KH2013:KH.C1.1165	2066	91
KH2013:KH.C1.635	418	6
KH2013:KH.C1.151	1240	6
KH2013:KH.C1.1035	892	0
KH2013:KH.C1.357	957	0
KH2013:KH.C1.381	889	4
KH2013:KH.C1.33	1833	41
KH2013:KH.C1.957	318	0
KH2013:KH.C1.1228	728	0
KH2013:KH.C1.1219	6023	406
KH2013:KH.C1.265	1280	21
KH2013:KH.C1.930	1251	271
KH2013:KH.C1.226	2274	371
KH2013:KH.C1.237	1119	21
KH2013:KH.C1.1082	1583	40
KH2013:KH.C1.149	2251	72
KH2013:KH.C1.256	900	117
KH2013:KH.C1.1103	1359	51
KH2013:KH.C1.542	1791	374
KH2013:KH.C1.469	834	35
KH2013:KH.C1.724	1553	32
KH2013:KH.C1.661	2462	1882
KH2013:KH.C1.629	1056	0
KH2013:KH.C1.489	1339	1
KH2013:KH.C1.1250	1344	21
KH2013:KH.C1.486	1043	90
KH2013:KH.C1.520	696	60
KH2013:KH.C1.543	1600	21
KH2013:KH.C1.1248	1356	53
KH2013:KH.C1.827	356	0
KH2013:KH.C1.973	1257	0
KH2013:KH.C1.379	1120	19
KH2013:KH.C1.796	2518	6
KH2013:KH.C1.657	2490	20
KH2013:KH.C1.773	3053	24
KH2013:KH.C1.575	2240	64
KH2013:KH.C1.1091	705	0
KH2013:KH.C1.87	1314	45
KH2013:KH.C1.162	2178	96
KH2013:KH.C1.888	1055	11
KH2013:KH.C1.548	2742	469
KH2013:KH.C1.126	1727	7
KH2013:KH.C1.865	2990	1491
KH2013:KH.C1.426	1927	1835
KH2013:KH.C1.800	414	10
KH2013:KH.C1.1104	1688	47
KH2013:KH.C1.424	1214	24
KH2013:KH.C1.529	3211	75
KH2013:KH.C1.844	1428	1
KH2013:KH.C1.626	772	8
KH2013:KH.C1.1191	1148	13
KH2013:KH.C1.567	1440	74
KH2013:KH.C1.921	362	0
KH2013:KH.C1.911	694	139
KH2013:KH.C1.843	1449	35
KH2013:KH.C1.185	3100	20
KH2013:KH.C1.218	2292	65
KH2013:KH.C1.850	1724	267
KH2013:KH.C1.494	998	211
KH2013:KH.C1.700	1021	23
KH2013:KH.C1.590	307	0
KH2013:KH.C1.763	730	0
KH2013:KH.C1.554	1777	0
KH2013:KH.C1.961	246	0
KH2013:KH.C1.868	1239	0
KH2013:KH.C1.1132	1488	0
KH2013:KH.C1.1146	2200	23
KH2013:KH.C1.812	1832	0
KH2013:KH.C1.955	4891	17
KH2013:KH.C1.277	3867	72
KH2013:KH.C1.901	1865	169
KH2013:KH.C1.719	2257	10
KH2013:KH.C1.893	1027	2
KH2013:KH.C1.640	335	0
KH2013:KH.C1.1072	291	0
KH2013:KH.C1.820	275	0
KH2013:KH.C1.620	4234	787
KH2013:KH.C1.412	1769	2915
KH2013:KH.C1.594	1164	4
KH2013:KH.C1.941	3040	75
KH2013:KH.C1.650	1304	0
KH2013:KH.C1.86	979	85
KH2013:KH.C1.757	527	1
KH2013:KH.C1.1151	1281	52
KH2013:KH.C1.296	1274	358
KH2013:KH.C1.400	2580	88
KH2013:KH.C1.1041	1463	28
KH2013:KH.C1.786	2358	0
KH2013:KH.C1.1004	2147	0
KH2013:KH.C1.1037	3040	19
KH2013:KH.C1.995	2704	297
KH2013:KH.C1.324	971	1
KH2013:KH.C1.205	2822	5
KH2013:KH.C1.845	704	0
KH2013:KH.C1.1002	547	1
KH2013:KH.C1.50	1872	0
KH2013:KH.C1.21	2222	39
KH2013:KH.C1.160	319	0
KH2013:KH.C1.604	972	2
KH2013:KH.C1.219	3951	252
KH2013:KH.C1.415	801	0
KH2013:KH.C1.534	644	194
KH2013:KH.C1.472	386	17
KH2013:KH.C1.115	485	95
KH2013:KH.C1.837	2173	9
KH2013:KH.C1.751	2192	22
KH2013:KH.C1.1125	2468	416
KH2013:KH.C1.267	2862	692
KH2013:KH.C1.968	1021	4
KH2013:KH.C1.118	1255	3
KH2013:KH.C1.678	2351	191
KH2013:KH.C1.1222	1280	35
KH2013:KH.C1.67	1905	78
KH2013:KH.C1.682	522	11
KH2013:KH.C1.1061	1471	27
KH2013:KH.C1.676	713	0
KH2013:KH.C1.740	3695	4432
KH2013:KH.C1.1105	1333	17
KH2013:KH.C1.555	4400	319
KH2013:KH.C1.949	1364	10
KH2013:KH.C1.1080	1157	0
KH2013:KH.C1.872	1054	6
KH2013:KH.C1.510	1295	2
KH2013:KH.C1.1252	2623	5
KH2013:KH.C1.446	2447	54
KH2013:KH.C1.356	4229	788
KH2013:KH.C1.1298	1400	65
KH2013:KH.C1.923	770	13
KH2013:KH.C1.1251	1163	7
KH2013:KH.C1.834	1806	444
KH2013:KH.C1.425	2094	129
KH2013:KH.C1.1230	2642	297
KH2013:KH.C1.17	1648	465
KH2013:KH.C1.1068	1877	11
KH2013:KH.C1.306	1768	2011
KH2013:KH.C1.792	751	3
KH2013:KH.C1.934	721	2
KH2013:KH.C1.954	908	13
KH2013:KH.C1.925	1570	72
KH2013:KH.C1.1	995	65
KH2013:KH.C1.81	1154	24
KH2013:KH.C1.531	1704	775
KH2013:KH.C1.621	838	402
KH2013:KH.C1.51	1981	53
KH2013:KH.C1.156	1805	23
KH2013:KH.C1.1182	2409	637
KH2013:KH.C1.695	3648	273
KH2013:KH.C1.1036	611	0
KH2013:KH.C1.953	1578	2
KH2013:KH.C1.917	911	0
KH2013:KH.C1.93	3067	6
KH2013:KH.C1.963	469	0
KH2013:KH.C1.755	2079	278
KH2013:KH.C1.264	1872	48513
KH2013:KH.C1.906	1453	57
KH2013:KH.C1.859	2635	73
KH2013:KH.C1.143	1056	250
KH2013:KH.C1.511	1544	253
KH2013:KH.C1.284	961	31
KH2013:KH.C1.783	2459	244
KH2013:KH.C1.513	3787	405
KH2013:KH.C1.368	2051	16
KH2013:KH.C1.1176	1140	567
KH2013:KH.C1.1085	3408	47
KH2013:KH.C1.71	2318	120
KH2013:KH.C1.152	1131	0
