GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	85
KH2013:KH.C1.560	243	1
KH2013:KH.C1.907	1206	34
KH2013:KH.C1.1180	5846	2626
KH2013:KH.C1.526	2967	449
KH2013:KH.C1.183	1497	102
KH2013:KH.C1.172	2479	2769
KH2013:KH.C1.969	681	5
KH2013:KH.C1.655	2801	412
KH2013:KH.C1.962	2944	843
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	186
KH2013:KH.C1.1034	1695	44
KH2013:KH.C1.165	1434	1199
KH2013:KH.C1.709	986	30
KH2013:KH.C1.841	1578	36
KH2013:KH.C1.1238	2918	898
KH2013:KH.C1.443	1155	12
KH2013:KH.C1.914	1565	216
KH2013:KH.C1.150	1240	1081
KH2013:KH.C1.771	2816	32
KH2013:KH.C1.110	2303	844
KH2013:KH.C1.831	638	815
KH2013:KH.C1.997	4129	2192
KH2013:KH.C1.781	1913	16
KH2013:KH.C1.15	2872	50
KH2013:KH.C1.344	2410	112
KH2013:KH.C1.269	1831	786
KH2013:KH.C1.1208	2155	111
KH2013:KH.C1.208	5895	96
KH2013:KH.C1.1011	1588	1801
KH2013:KH.C1.230	1226	446
KH2013:KH.C1.516	1660	127
KH2013:KH.C1.897	1671	276
KH2013:KH.C1.821	920	299
KH2013:KH.C1.329	907	25178
KH2013:KH.C1.301	1586	562
KH2013:KH.C1.1197	2048	257
KH2013:KH.C1.593	2345	154
KH2013:KH.C1.1300	2984	918
KH2013:KH.C1.582	1789	47
KH2013:KH.C1.78	1007	429
KH2013:KH.C1.1225	1437	17
KH2013:KH.C1.671	697	94
KH2013:KH.C1.287	2021	16556
KH2013:KH.C1.869	1328	72
KH2013:KH.C1.1216	1198	1151
KH2013:KH.C1.1220	2152	24
KH2013:KH.C1.791	6664	335
KH2013:KH.C1.1166	1663	18
KH2013:KH.C1.1253	698	9
KH2013:KH.C1.139	1118	552
KH2013:KH.C1.631	3832	2004
KH2013:KH.C1.130	2557	1515
KH2013:KH.C1.608	3738	1072
KH2013:KH.C1.1246	640	1
KH2013:KH.C1.1202	6444	2576
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	432
KH2013:KH.C1.568	2097	211
KH2013:KH.C1.523	2577	248
KH2013:KH.C1.996	1994	659
KH2013:KH.C1.1100	3228	161
KH2013:KH.C1.1153	1681	22
KH2013:KH.C1.114	1315	6
KH2013:KH.C1.159	1186	1670
KH2013:KH.C1.636	1430	25
KH2013:KH.C1.1256	849	24
KH2013:KH.C1.1039	2839	3000
KH2013:KH.C1.1214	1240	6
KH2013:KH.C1.56	498	59
KH2013:KH.C1.335	2790	961
KH2013:KH.C1.714	791	264
KH2013:KH.C1.1066	1523	131
KH2013:KH.C1.816	1612	13
KH2013:KH.C1.512	1486	8
KH2013:KH.C1.375	725	4
KH2013:KH.C1.1064	1816	471
KH2013:KH.C1.1094	1883	84
KH2013:KH.C1.421	2129	1129
KH2013:KH.C1.331	1067	32
KH2013:KH.C1.1000	3403	973
KH2013:KH.C1.666	1755	232
KH2013:KH.C1.588	833	7
KH2013:KH.C1.922	2172	65
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	128
KH2013:KH.C1.487	3664	861
KH2013:KH.C1.927	2614	133
KH2013:KH.C1.376	2168	316
KH2013:KH.C1.912	1001	8997
KH2013:KH.C1.539	1686	4819
KH2013:KH.C1.584	1443	1038
KH2013:KH.C1.352	1598	159
KH2013:KH.C1.245	1200	192
KH2013:KH.C1.96	918	9159
KH2013:KH.C1.359	2229	105
KH2013:KH.C1.596	1105	37
KH2013:KH.C1.866	1708	182
KH2013:KH.C1.858	1721	408
KH2013:KH.C1.234	871	544
KH2013:KH.C1.1155	1315	260
KH2013:KH.C1.240	2580	1202
KH2013:KH.C1.177	2798	403
KH2013:KH.C1.326	3690	1852
KH2013:KH.C1.383	527	5
KH2013:KH.C1.566	581	8
KH2013:KH.C1.404	3747	4677
KH2013:KH.C1.1083	3916	1174
KH2013:KH.C1.1295	936	21
KH2013:KH.C1.1067	1030	167
KH2013:KH.C1.405	1883	140
KH2013:KH.C1.577	1865	46
KH2013:KH.C1.842	1190	308
KH2013:KH.C1.476	547	31
KH2013:KH.C1.823	604	31
KH2013:KH.C1.355	1112	521
KH2013:KH.C1.1027	2171	12052
KH2013:KH.C1.970	2096	176
KH2013:KH.C1.140	1498	517
KH2013:KH.C1.1062	1510	699
KH2013:KH.C1.928	2813	21
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	964
KH2013:KH.C1.875	1234	71
KH2013:KH.C1.1120	1067	171
KH2013:KH.C1.388	1487	1081
KH2013:KH.C1.195	2961	294
KH2013:KH.C1.797	1066	23
KH2013:KH.C1.603	4639	10849
KH2013:KH.C1.483	2756	794
KH2013:KH.C1.1188	2195	33
KH2013:KH.C1.1170	1807	21
KH2013:KH.C1.445	2098	100
KH2013:KH.C1.98	3327	7992
KH2013:KH.C1.779	1414	70
KH2013:KH.C1.515	1375	340
KH2013:KH.C1.414	1704	28
KH2013:KH.C1.769	1103	15
KH2013:KH.C1.879	1125	10
KH2013:KH.C1.1287	4890	174
KH2013:KH.C1.667	805	14
KH2013:KH.C1.553	1994	90
KH2013:KH.C1.470	781	0
KH2013:KH.C1.101	1479	141
KH2013:KH.C1.82	697	1097
KH2013:KH.C1.246	2225	450
KH2013:KH.C1.59	1733	1054
KH2013:KH.C1.933	2577	1177
KH2013:KH.C1.983	2252	4239
KH2013:KH.C1.535	2961	1215
KH2013:KH.C1.1221	1789	101
KH2013:KH.C1.936	1721	603
KH2013:KH.C1.191	623	24
KH2013:KH.C1.68	1662	80
KH2013:KH.C1.309	1082	232
KH2013:KH.C1.199	2497	434
KH2013:KH.C1.991	1124	122
KH2013:KH.C1.449	1418	19
KH2013:KH.C1.317	2162	1645
KH2013:KH.C1.1152	1479	26
KH2013:KH.C1.863	1412	123
KH2013:KH.C1.1284	839	105
KH2013:KH.C1.787	5921	6237
KH2013:KH.C1.677	5403	6121
KH2013:KH.C1.809	1641	154
KH2013:KH.C1.1081	2921	1589
KH2013:KH.C1.63	2224	1081
KH2013:KH.C1.1122	1930	19
KH2013:KH.C1.1158	2487	10
KH2013:KH.C1.99	2564	222
KH2013:KH.C1.1053	1931	2
KH2013:KH.C1.89	1846	111
