GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	38
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	35
KH2013:KH.C1.1180	5846	610
KH2013:KH.C1.526	2967	130
KH2013:KH.C1.183	1497	20
KH2013:KH.C1.172	2479	1380
KH2013:KH.C1.969	681	3
KH2013:KH.C1.655	2801	294
KH2013:KH.C1.962	2944	160
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	102
KH2013:KH.C1.1034	1695	59
KH2013:KH.C1.165	1434	337
KH2013:KH.C1.709	986	5
KH2013:KH.C1.841	1578	31
KH2013:KH.C1.1238	2918	279
KH2013:KH.C1.443	1155	15
KH2013:KH.C1.914	1565	135
KH2013:KH.C1.150	1240	385
KH2013:KH.C1.771	2816	11
KH2013:KH.C1.110	2303	258
KH2013:KH.C1.831	638	251
KH2013:KH.C1.997	4129	1035
KH2013:KH.C1.781	1913	3
KH2013:KH.C1.15	2872	78
KH2013:KH.C1.344	2410	75
KH2013:KH.C1.269	1831	180
KH2013:KH.C1.1208	2155	17
KH2013:KH.C1.208	5895	188
KH2013:KH.C1.1011	1588	202
KH2013:KH.C1.230	1226	130
KH2013:KH.C1.516	1660	64
KH2013:KH.C1.897	1671	80
KH2013:KH.C1.821	920	97
KH2013:KH.C1.329	907	7579
KH2013:KH.C1.301	1586	189
KH2013:KH.C1.1197	2048	151
KH2013:KH.C1.593	2345	106
KH2013:KH.C1.1300	2984	293
KH2013:KH.C1.582	1789	26
KH2013:KH.C1.78	1007	80
KH2013:KH.C1.1225	1437	6
KH2013:KH.C1.671	697	14
KH2013:KH.C1.287	2021	3585
KH2013:KH.C1.869	1328	84
KH2013:KH.C1.1216	1198	389
KH2013:KH.C1.1220	2152	44
KH2013:KH.C1.791	6664	276
KH2013:KH.C1.1166	1663	13
KH2013:KH.C1.1253	698	9
KH2013:KH.C1.139	1118	139
KH2013:KH.C1.631	3832	1216
KH2013:KH.C1.130	2557	457
KH2013:KH.C1.608	3738	449
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1153
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	439
KH2013:KH.C1.568	2097	112
KH2013:KH.C1.523	2577	31
KH2013:KH.C1.996	1994	394
KH2013:KH.C1.1100	3228	184
KH2013:KH.C1.1153	1681	6
KH2013:KH.C1.114	1315	25
KH2013:KH.C1.159	1186	9082
KH2013:KH.C1.636	1430	25
KH2013:KH.C1.1256	849	13
KH2013:KH.C1.1039	2839	1253
KH2013:KH.C1.1214	1240	54
KH2013:KH.C1.56	498	10
KH2013:KH.C1.335	2790	319
KH2013:KH.C1.714	791	75
KH2013:KH.C1.1066	1523	113
KH2013:KH.C1.816	1612	5
KH2013:KH.C1.512	1486	5
KH2013:KH.C1.375	725	4
KH2013:KH.C1.1064	1816	130
KH2013:KH.C1.1094	1883	107
KH2013:KH.C1.421	2129	657
KH2013:KH.C1.331	1067	7
KH2013:KH.C1.1000	3403	256
KH2013:KH.C1.666	1755	29
KH2013:KH.C1.588	833	17
KH2013:KH.C1.922	2172	171
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	27
KH2013:KH.C1.487	3664	470
KH2013:KH.C1.927	2614	12
KH2013:KH.C1.376	2168	87
KH2013:KH.C1.912	1001	2994
KH2013:KH.C1.539	1686	1078
KH2013:KH.C1.584	1443	569
KH2013:KH.C1.352	1598	7
KH2013:KH.C1.245	1200	71
KH2013:KH.C1.96	918	2097
KH2013:KH.C1.359	2229	62
KH2013:KH.C1.596	1105	8
KH2013:KH.C1.866	1708	80
KH2013:KH.C1.858	1721	144
KH2013:KH.C1.234	871	107
KH2013:KH.C1.1155	1315	128
KH2013:KH.C1.240	2580	661
KH2013:KH.C1.177	2798	241
KH2013:KH.C1.326	3690	1284
KH2013:KH.C1.383	527	6
KH2013:KH.C1.566	581	19
KH2013:KH.C1.404	3747	1876
KH2013:KH.C1.1083	3916	444
KH2013:KH.C1.1295	936	1
KH2013:KH.C1.1067	1030	8
KH2013:KH.C1.405	1883	140
KH2013:KH.C1.577	1865	97
KH2013:KH.C1.842	1190	117
KH2013:KH.C1.476	547	7
KH2013:KH.C1.823	604	11
KH2013:KH.C1.355	1112	115
KH2013:KH.C1.1027	2171	4956
KH2013:KH.C1.970	2096	37
KH2013:KH.C1.140	1498	211
KH2013:KH.C1.1062	1510	93
KH2013:KH.C1.928	2813	36
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	289
KH2013:KH.C1.875	1234	28
KH2013:KH.C1.1120	1067	124
KH2013:KH.C1.388	1487	259
KH2013:KH.C1.195	2961	113
KH2013:KH.C1.797	1066	1
KH2013:KH.C1.603	4639	10813
KH2013:KH.C1.483	2756	69
KH2013:KH.C1.1188	2195	78
KH2013:KH.C1.1170	1807	28
KH2013:KH.C1.445	2098	28
KH2013:KH.C1.98	3327	4544
KH2013:KH.C1.779	1414	90
KH2013:KH.C1.515	1375	133
KH2013:KH.C1.414	1704	2
KH2013:KH.C1.769	1103	2
KH2013:KH.C1.879	1125	3
KH2013:KH.C1.1287	4890	441
KH2013:KH.C1.667	805	34
KH2013:KH.C1.553	1994	43
KH2013:KH.C1.470	781	4
KH2013:KH.C1.101	1479	12
KH2013:KH.C1.82	697	176
KH2013:KH.C1.246	2225	111
KH2013:KH.C1.59	1733	287
KH2013:KH.C1.933	2577	490
KH2013:KH.C1.983	2252	1682
KH2013:KH.C1.535	2961	409
KH2013:KH.C1.1221	1789	25
KH2013:KH.C1.936	1721	304
KH2013:KH.C1.191	623	4
KH2013:KH.C1.68	1662	26
KH2013:KH.C1.309	1082	49
KH2013:KH.C1.199	2497	215
KH2013:KH.C1.991	1124	32
KH2013:KH.C1.449	1418	5
KH2013:KH.C1.317	2162	664
KH2013:KH.C1.1152	1479	3
KH2013:KH.C1.863	1412	30
KH2013:KH.C1.1284	839	9
KH2013:KH.C1.787	5921	2073
KH2013:KH.C1.677	5403	2850
