GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	28
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	10
KH2013:KH.C1.1180	5846	1618
KH2013:KH.C1.526	2967	247
KH2013:KH.C1.183	1497	45
KH2013:KH.C1.172	2479	3071
KH2013:KH.C1.969	681	3
KH2013:KH.C1.655	2801	171
KH2013:KH.C1.962	2944	423
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	58
KH2013:KH.C1.1034	1695	27
KH2013:KH.C1.165	1434	518
KH2013:KH.C1.709	986	46
KH2013:KH.C1.841	1578	40
KH2013:KH.C1.1238	2918	672
KH2013:KH.C1.443	1155	2
KH2013:KH.C1.914	1565	72
KH2013:KH.C1.150	1240	644
KH2013:KH.C1.771	2816	12
KH2013:KH.C1.110	2303	224
KH2013:KH.C1.831	638	346
KH2013:KH.C1.997	4129	1604
KH2013:KH.C1.781	1913	2
KH2013:KH.C1.15	2872	14
KH2013:KH.C1.344	2410	72
KH2013:KH.C1.269	1831	295
KH2013:KH.C1.1208	2155	54
KH2013:KH.C1.208	5895	27
KH2013:KH.C1.1011	1588	504
KH2013:KH.C1.230	1226	271
KH2013:KH.C1.516	1660	42
KH2013:KH.C1.897	1671	94
KH2013:KH.C1.821	920	218
KH2013:KH.C1.329	907	16951
KH2013:KH.C1.301	1586	386
KH2013:KH.C1.1197	2048	136
KH2013:KH.C1.593	2345	58
KH2013:KH.C1.1300	2984	885
KH2013:KH.C1.582	1789	18
KH2013:KH.C1.78	1007	182
KH2013:KH.C1.1225	1437	14
KH2013:KH.C1.671	697	34
KH2013:KH.C1.287	2021	10444
KH2013:KH.C1.869	1328	32
KH2013:KH.C1.1216	1198	1018
KH2013:KH.C1.1220	2152	7
KH2013:KH.C1.791	6664	159
KH2013:KH.C1.1166	1663	18
KH2013:KH.C1.1253	698	9
KH2013:KH.C1.139	1118	230
KH2013:KH.C1.631	3832	1934
KH2013:KH.C1.130	2557	781
KH2013:KH.C1.608	3738	350
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1473
KH2013:KH.C1.318	611	0
KH2013:KH.C1.1156	2481	347
KH2013:KH.C1.568	2097	51
KH2013:KH.C1.523	2577	120
KH2013:KH.C1.996	1994	415
KH2013:KH.C1.1100	3228	131
KH2013:KH.C1.1153	1681	3
KH2013:KH.C1.114	1315	0
KH2013:KH.C1.159	1186	2084
KH2013:KH.C1.636	1430	13
KH2013:KH.C1.1256	849	24
KH2013:KH.C1.1039	2839	1762
KH2013:KH.C1.1214	1240	25
KH2013:KH.C1.56	498	26
KH2013:KH.C1.335	2790	809
KH2013:KH.C1.714	791	125
KH2013:KH.C1.1066	1523	87
KH2013:KH.C1.816	1612	2
KH2013:KH.C1.512	1486	1
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	220
KH2013:KH.C1.1094	1883	85
KH2013:KH.C1.421	2129	482
KH2013:KH.C1.331	1067	15
KH2013:KH.C1.1000	3403	572
KH2013:KH.C1.666	1755	64
KH2013:KH.C1.588	833	4
KH2013:KH.C1.922	2172	28
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	231
KH2013:KH.C1.487	3664	482
KH2013:KH.C1.927	2614	36
KH2013:KH.C1.376	2168	201
KH2013:KH.C1.912	1001	4609
KH2013:KH.C1.539	1686	2774
KH2013:KH.C1.584	1443	530
KH2013:KH.C1.352	1598	36
KH2013:KH.C1.245	1200	86
KH2013:KH.C1.96	918	3320
KH2013:KH.C1.359	2229	65
KH2013:KH.C1.596	1105	14
KH2013:KH.C1.866	1708	61
KH2013:KH.C1.858	1721	237
KH2013:KH.C1.234	871	198
KH2013:KH.C1.1155	1315	138
KH2013:KH.C1.240	2580	831
KH2013:KH.C1.177	2798	301
KH2013:KH.C1.326	3690	2368
KH2013:KH.C1.383	527	20
KH2013:KH.C1.566	581	1
KH2013:KH.C1.404	3747	2938
KH2013:KH.C1.1083	3916	366
KH2013:KH.C1.1295	936	3
KH2013:KH.C1.1067	1030	5
KH2013:KH.C1.405	1883	59
KH2013:KH.C1.577	1865	24
KH2013:KH.C1.842	1190	149
KH2013:KH.C1.476	547	22
KH2013:KH.C1.823	604	8
KH2013:KH.C1.355	1112	218
KH2013:KH.C1.1027	2171	10039
KH2013:KH.C1.970	2096	142
KH2013:KH.C1.140	1498	292
KH2013:KH.C1.1062	1510	582
KH2013:KH.C1.928	2813	15
KH2013:KH.C1.1274	1293	0
KH2013:KH.C1.538	1424	593
KH2013:KH.C1.875	1234	40
KH2013:KH.C1.1120	1067	108
KH2013:KH.C1.388	1487	536
KH2013:KH.C1.195	2961	194
KH2013:KH.C1.797	1066	18
KH2013:KH.C1.603	4639	11758
KH2013:KH.C1.483	2756	89
KH2013:KH.C1.1188	2195	20
KH2013:KH.C1.1170	1807	22
KH2013:KH.C1.445	2098	77
KH2013:KH.C1.98	3327	8064
KH2013:KH.C1.779	1414	89
KH2013:KH.C1.515	1375	64
