GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	24
KH2013:KH.C1.560	243	0
KH2013:KH.C1.907	1206	8
KH2013:KH.C1.1180	5846	664
KH2013:KH.C1.526	2967	141
KH2013:KH.C1.183	1497	20
KH2013:KH.C1.172	2479	1322
KH2013:KH.C1.969	681	0
KH2013:KH.C1.655	2801	71
KH2013:KH.C1.962	2944	255
KH2013:KH.C1.403	406	1
KH2013:KH.C1.881	2324	24
KH2013:KH.C1.1034	1695	8
KH2013:KH.C1.165	1434	358
KH2013:KH.C1.709	986	10
KH2013:KH.C1.841	1578	13
KH2013:KH.C1.1238	2918	358
KH2013:KH.C1.443	1155	6
KH2013:KH.C1.914	1565	60
KH2013:KH.C1.150	1240	354
KH2013:KH.C1.771	2816	3
KH2013:KH.C1.110	2303	158
KH2013:KH.C1.831	638	170
KH2013:KH.C1.997	4129	608
KH2013:KH.C1.781	1913	9
KH2013:KH.C1.15	2872	5
KH2013:KH.C1.344	2410	30
KH2013:KH.C1.269	1831	271
KH2013:KH.C1.1208	2155	47
KH2013:KH.C1.208	5895	34
KH2013:KH.C1.1011	1588	482
KH2013:KH.C1.230	1226	138
KH2013:KH.C1.516	1660	17
KH2013:KH.C1.897	1671	94
KH2013:KH.C1.821	920	100
KH2013:KH.C1.329	907	8115
KH2013:KH.C1.301	1586	167
KH2013:KH.C1.1197	2048	72
KH2013:KH.C1.593	2345	41
KH2013:KH.C1.1300	2984	297
KH2013:KH.C1.582	1789	5
KH2013:KH.C1.78	1007	110
KH2013:KH.C1.1225	1437	3
KH2013:KH.C1.671	697	15
KH2013:KH.C1.287	2021	5554
KH2013:KH.C1.869	1328	17
KH2013:KH.C1.1216	1198	434
KH2013:KH.C1.1220	2152	4
KH2013:KH.C1.791	6664	120
KH2013:KH.C1.1166	1663	0
KH2013:KH.C1.1253	698	1
KH2013:KH.C1.139	1118	154
KH2013:KH.C1.631	3832	687
KH2013:KH.C1.130	2557	428
KH2013:KH.C1.608	3738	161
KH2013:KH.C1.1246	640	1
KH2013:KH.C1.1202	6444	754
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	129
KH2013:KH.C1.568	2097	57
KH2013:KH.C1.523	2577	60
KH2013:KH.C1.996	1994	184
KH2013:KH.C1.1100	3228	40
KH2013:KH.C1.1153	1681	1
KH2013:KH.C1.114	1315	0
KH2013:KH.C1.159	1186	715
KH2013:KH.C1.636	1430	9
KH2013:KH.C1.1256	849	9
KH2013:KH.C1.1039	2839	1141
KH2013:KH.C1.1214	1240	16
KH2013:KH.C1.56	498	12
KH2013:KH.C1.335	2790	328
KH2013:KH.C1.714	791	94
KH2013:KH.C1.1066	1523	59
KH2013:KH.C1.816	1612	5
KH2013:KH.C1.512	1486	7
KH2013:KH.C1.375	725	0
KH2013:KH.C1.1064	1816	74
KH2013:KH.C1.1094	1883	22
KH2013:KH.C1.421	2129	248
KH2013:KH.C1.331	1067	17
KH2013:KH.C1.1000	3403	302
KH2013:KH.C1.666	1755	15
KH2013:KH.C1.588	833	2
KH2013:KH.C1.922	2172	15
KH2013:KH.C1.193	216	0
KH2013:KH.C1.10	2071	112
KH2013:KH.C1.487	3664	203
KH2013:KH.C1.927	2614	20
KH2013:KH.C1.376	2168	107
