GeneID	Length	accepted_hits.bam
KH2013:KH.C1.286	4995	32
KH2013:KH.C1.560	243	1
KH2013:KH.C1.907	1206	2
KH2013:KH.C1.1180	5846	1374
KH2013:KH.C1.526	2967	240
KH2013:KH.C1.183	1497	33
KH2013:KH.C1.172	2479	1434
KH2013:KH.C1.969	681	0
KH2013:KH.C1.655	2801	90
KH2013:KH.C1.962	2944	323
KH2013:KH.C1.403	406	0
KH2013:KH.C1.881	2324	50
KH2013:KH.C1.1034	1695	6
KH2013:KH.C1.165	1434	429
KH2013:KH.C1.709	986	31
KH2013:KH.C1.841	1578	15
KH2013:KH.C1.1238	2918	479
KH2013:KH.C1.443	1155	5
KH2013:KH.C1.914	1565	83
KH2013:KH.C1.150	1240	409
KH2013:KH.C1.771	2816	5
KH2013:KH.C1.110	2303	207
KH2013:KH.C1.831	638	110
KH2013:KH.C1.997	4129	1048
KH2013:KH.C1.781	1913	2
KH2013:KH.C1.15	2872	14
KH2013:KH.C1.344	2410	131
KH2013:KH.C1.269	1831	365
KH2013:KH.C1.1208	2155	22
KH2013:KH.C1.208	5895	25
KH2013:KH.C1.1011	1588	695
KH2013:KH.C1.230	1226	165
KH2013:KH.C1.516	1660	43
KH2013:KH.C1.897	1671	81
KH2013:KH.C1.821	920	162
KH2013:KH.C1.329	907	11369
KH2013:KH.C1.301	1586	316
KH2013:KH.C1.1197	2048	115
KH2013:KH.C1.593	2345	49
KH2013:KH.C1.1300	2984	564
KH2013:KH.C1.582	1789	24
KH2013:KH.C1.78	1007	174
KH2013:KH.C1.1225	1437	5
KH2013:KH.C1.671	697	51
KH2013:KH.C1.287	2021	7093
KH2013:KH.C1.869	1328	39
KH2013:KH.C1.1216	1198	567
KH2013:KH.C1.1220	2152	8
KH2013:KH.C1.791	6664	95
KH2013:KH.C1.1166	1663	11
KH2013:KH.C1.1253	698	2
KH2013:KH.C1.139	1118	133
KH2013:KH.C1.631	3832	978
KH2013:KH.C1.130	2557	573
KH2013:KH.C1.608	3738	401
KH2013:KH.C1.1246	640	0
KH2013:KH.C1.1202	6444	1149
KH2013:KH.C1.318	611	2
KH2013:KH.C1.1156	2481	328
KH2013:KH.C1.568	2097	83
KH2013:KH.C1.523	2577	102
KH2013:KH.C1.996	1994	327
KH2013:KH.C1.1100	3228	276
KH2013:KH.C1.1153	1681	5
KH2013:KH.C1.114	1315	7
KH2013:KH.C1.159	1186	564
KH2013:KH.C1.636	1430	11
